GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_h1,CumPaidLoss_h1,BulkLoss_h1,EarnedPremDIR_h1,EarnedPremCeded_h1,EarnedPremNet_h1,Single,PostedReserve97_h1
2003,United Services Automobile Asn Grp,1989,1991,3,31208,16508,10923,49386,8614,40772,0,150223
2003,United Services Automobile Asn Grp,1989,1992,4,33984,21553,7710,49386,8614,40772,0,150223
2003,United Services Automobile Asn Grp,1989,1993,5,33980,27226,4302,49386,8614,40772,0,150223
2003,United Services Automobile Asn Grp,1989,1994,6,32832,28630,3529,49386,8614,40772,0,150223
2003,United Services Automobile Asn Grp,1989,1995,7,32542,28930,3279,49386,8614,40772,0,150223
2003,United Services Automobile Asn Grp,1989,1996,8,32491,28985,3364,49386,8614,40772,0,150223
2003,United Services Automobile Asn Grp,1989,1997,9,29030,29017,12,49386,8614,40772,0,150223
2003,United Services Automobile Asn Grp,1989,1998,10,29755,29025,505,49386,8614,40772,0,150223
2003,United Services Automobile Asn Grp,1990,1990,1,22942,87,18275,54884,8246,46638,0,150223
2003,United Services Automobile Asn Grp,1990,1991,2,28899,2879,20646,54884,8246,46638,0,150223
2003,United Services Automobile Asn Grp,1990,1992,3,25669,8632,13401,54884,8246,46638,0,150223
2003,United Services Automobile Asn Grp,1990,1993,4,24183,13760,7478,54884,8246,46638,0,150223
2003,United Services Automobile Asn Grp,1990,1994,5,25314,15100,7636,54884,8246,46638,0,150223
2003,United Services Automobile Asn Grp,1990,1995,6,22872,18184,3457,54884,8246,46638,0,150223
2003,United Services Automobile Asn Grp,1990,1996,7,22842,18542,2713,54884,8246,46638,0,150223
2003,United Services Automobile Asn Grp,1990,1997,8,20330,19156,1128,54884,8246,46638,0,150223
2003,United Services Automobile Asn Grp,1990,1998,9,22498,19200,192,54884,8246,46638,0,150223
2003,United Services Automobile Asn Grp,1990,1999,10,22646,19269,1555,54884,8246,46638,0,150223
2003,United Services Automobile Asn Grp,1991,1991,1,39685,127,32967,61498,4267,57231,0,150223
2003,United Services Automobile Asn Grp,1991,1992,2,44155,4222,27640,61498,4267,57231,0,150223
2003,United Services Automobile Asn Grp,1991,1993,3,41279,17222,20069,61498,4267,57231,0,150223
2003,United Services Automobile Asn Grp,1991,1994,4,41481,24201,15101,61498,4267,57231,0,150223
2003,United Services Automobile Asn Grp,1991,1995,5,40461,25964,10163,61498,4267,57231,0,150223
2003,United Services Automobile Asn Grp,1991,1996,6,34387,28831,4000,61498,4267,57231,0,150223
2003,United Services Automobile Asn Grp,1991,1997,7,31832,29398,2235,61498,4267,57231,0,150223
2003,United Services Automobile Asn Grp,1991,1998,8,36780,35725,1049,61498,4267,57231,0,150223
2003,United Services Automobile Asn Grp,1991,1999,9,36740,35883,177,61498,4267,57231,0,150223
2003,United Services Automobile Asn Grp,1991,2000,10,37264,36149,435,61498,4267,57231,0,150223
2003,United Services Automobile Asn Grp,1992,1992,1,45439,1316,41600,70198,0,70198,0,150223
2003,United Services Automobile Asn Grp,1992,1993,2,46925,4778,36107,70198,0,70198,0,150223
2003,United Services Automobile Asn Grp,1992,1994,3,45456,8631,29794,70198,0,70198,0,150223
2003,United Services Automobile Asn Grp,1992,1995,4,40114,16770,21343,70198,0,70198,0,150223
2003,United Services Automobile Asn Grp,1992,1996,5,24249,18182,4960,70198,0,70198,0,150223
2003,United Services Automobile Asn Grp,1992,1997,6,21769,19705,1669,70198,0,70198,0,150223
2003,United Services Automobile Asn Grp,1992,1998,7,22203,20422,1773,70198,0,70198,0,150223
2003,United Services Automobile Asn Grp,1992,1999,8,21945,21038,901,70198,0,70198,0,150223
2003,United Services Automobile Asn Grp,1992,2000,9,21588,21070,507,70198,0,70198,0,150223
2003,United Services Automobile Asn Grp,1992,2001,10,21514,21091,423,70198,0,70198,0,150223
2003,United Services Automobile Asn Grp,1993,1993,1,58082,404,50367,77451,0,77451,0,150223
2003,United Services Automobile Asn Grp,1993,1994,2,62708,8611,44166,77451,0,77451,0,150223
2003,United Services Automobile Asn Grp,1993,1995,3,59024,14715,36073,77451,0,77451,0,150223
2003,United Services Automobile Asn Grp,1993,1996,4,37406,19196,12548,77451,0,77451,0,150223
2003,United Services Automobile Asn Grp,1993,1997,5,29055,22294,2044,77451,0,77451,0,150223
2003,United Services Automobile Asn Grp,1993,1998,6,30589,25584,2085,77451,0,77451,0,150223
2003,United Services Automobile Asn Grp,1993,1999,7,32376,31774,394,77451,0,77451,0,150223
2003,United Services Automobile Asn Grp,1993,2000,8,34475,33716,717,77451,0,77451,0,150223
2003,United Services Automobile Asn Grp,1993,2001,9,35023,33742,1090,77451,0,77451,0,150223
2003,United Services Automobile Asn Grp,1993,2002,10,34603,33784,633,77451,0,77451,0,150223
2003,United Services Automobile Asn Grp,1994,1994,1,75676,151,68309,83606,849,82757,0,150223
2003,United Services Automobile Asn Grp,1994,1995,2,70069,10146,53748,83606,849,82757,0,150223
2003,United Services Automobile Asn Grp,1994,1996,3,57389,16200,37696,83606,849,82757,0,150223
2003,United Services Automobile Asn Grp,1994,1997,4,30235,19011,8206,83606,849,82757,0,150223
2003,United Services Automobile Asn Grp,1994,1998,5,27813,21658,4147,83606,849,82757,0,150223
2003,United Services Automobile Asn Grp,1994,1999,6,28402,24633,2475,83606,849,82757,0,150223
2003,United Services Automobile Asn Grp,1994,2000,7,30847,27293,1257,83606,849,82757,0,150223
2003,United Services Automobile Asn Grp,1994,2001,8,30981,28590,2153,83606,849,82757,0,150223
2003,United Services Automobile Asn Grp,1994,2002,9,30128,29045,907,83606,849,82757,0,150223
2003,United Services Automobile Asn Grp,1994,2003,10,30771,30106,655,83606,849,82757,0,150223
2003,United Services Automobile Asn Grp,1995,1995,1,74082,584,67798,87175,2506,84669,0,150223
2003,United Services Automobile Asn Grp,1995,1996,2,58443,7012,44867,87175,2506,84669,0,150223
2003,United Services Automobile Asn Grp,1995,1997,3,52640,10500,36315,87175,2506,84669,0,150223
2003,United Services Automobile Asn Grp,1995,1998,4,29482,16647,8688,87175,2506,84669,0,150223
2003,United Services Automobile Asn Grp,1995,1999,5,23978,19637,3383,87175,2506,84669,0,150223
2003,United Services Automobile Asn Grp,1995,2000,6,23441,20193,2740,87175,2506,84669,0,150223
2003,United Services Automobile Asn Grp,1995,2001,7,23062,20288,2375,87175,2506,84669,0,150223
2003,United Services Automobile Asn Grp,1995,2002,8,22286,20321,1659,87175,2506,84669,0,150223
2003,United Services Automobile Asn Grp,1995,2003,9,21300,20400,695,87175,2506,84669,0,150223
2003,United Services Automobile Asn Grp,1995,2004,10,21240,20605,631,87175,2506,84669,0,150223
2003,United Services Automobile Asn Grp,1996,1996,1,63685,1587,58476,86100,9386,76714,0,150223
2003,United Services Automobile Asn Grp,1996,1997,2,56493,6327,45788,86100,9386,76714,0,150223
2003,United Services Automobile Asn Grp,1996,1998,3,29722,10585,13120,86100,9386,76714,0,150223
2003,United Services Automobile Asn Grp,1996,1999,4,29426,19514,6752,86100,9386,76714,0,150223
2003,United Services Automobile Asn Grp,1996,2000,5,29723,25390,3974,86100,9386,76714,0,150223
2003,United Services Automobile Asn Grp,1996,2001,6,30618,26286,4184,86100,9386,76714,0,150223
2003,United Services Automobile Asn Grp,1996,2002,7,28897,26503,2330,86100,9386,76714,0,150223
2003,United Services Automobile Asn Grp,1996,2003,8,28779,26582,2088,86100,9386,76714,0,150223
2003,United Services Automobile Asn Grp,1996,2004,9,27868,27020,692,86100,9386,76714,0,150223
2003,United Services Automobile Asn Grp,1996,2005,10,27944,27349,578,86100,9386,76714,0,150223
2003,United Services Automobile Asn Grp,1997,1997,1,33179,1211,26925,87314,10843,76471,0,150223
2003,United Services Automobile Asn Grp,1997,1998,2,30026,5197,15812,87314,10843,76471,0,150223
2003,United Services Automobile Asn Grp,1997,1999,3,31234,12900,10989,87314,10843,76471,0,150223
2003,United Services Automobile Asn Grp,1997,2000,4,34507,19431,6978,87314,10843,76471,0,150223
2003,United Services Automobile Asn Grp,1997,2001,5,34075,23460,7239,87314,10843,76471,0,150223
2003,United Services Automobile Asn Grp,1997,2002,6,32096,24171,4299,87314,10843,76471,0,150223
2003,United Services Automobile Asn Grp,1997,2003,7,31844,25096,3530,87314,10843,76471,0,150223
2003,United Services Automobile Asn Grp,1997,2004,8,29417,26433,1810,87314,10843,76471,0,150223
2003,United Services Automobile Asn Grp,1997,2005,9,28900,26480,1300,87314,10843,76471,0,150223
2003,United Services Automobile Asn Grp,1997,2006,10,28170,26483,575,87314,10843,76471,0,150223
2135,Erie Ins Exchange Grp,1988,1988,1,7847,821,5382,20995,3558,17437,0,60432
2135,Erie Ins Exchange Grp,1988,1989,2,6221,1462,2883,20995,3558,17437,0,60432
2135,Erie Ins Exchange Grp,1988,1990,3,5693,2145,1539,20995,3558,17437,0,60432
2135,Erie Ins Exchange Grp,1988,1991,4,5651,3209,612,20995,3558,17437,0,60432
2135,Erie Ins Exchange Grp,1988,1992,5,4943,3490,-18,20995,3558,17437,0,60432
2135,Erie Ins Exchange Grp,1988,1993,6,8329,3743,3211,20995,3558,17437,0,60432
2135,Erie Ins Exchange Grp,1988,1994,7,7521,4039,2287,20995,3558,17437,0,60432
2135,Erie Ins Exchange Grp,1988,1995,8,4759,4518,54,20995,3558,17437,0,60432
2135,Erie Ins Exchange Grp,1988,1996,9,4807,4739,47,20995,3558,17437,0,60432
2135,Erie Ins Exchange Grp,1988,1997,10,5556,4744,790,20995,3558,17437,0,60432
2135,Erie Ins Exchange Grp,1989,1989,1,6271,1090,3753,23230,3676,19554,0,60432
2135,Erie Ins Exchange Grp,1989,1990,2,6329,2436,2393,23230,3676,19554,0,60432
2135,Erie Ins Exchange Grp,1989,1991,3,5968,2428,1396,23230,3676,19554,0,60432
2135,Erie Ins Exchange Grp,1989,1992,4,5924,3398,1379,23230,3676,19554,0,60432
2135,Erie Ins Exchange Grp,1989,1993,5,8243,4172,3663,23230,3676,19554,0,60432
2135,Erie Ins Exchange Grp,1989,1994,6,8260,4555,2725,23230,3676,19554,0,60432
2135,Erie Ins Exchange Grp,1989,1995,7,4884,4744,45,23230,3676,19554,0,60432
2135,Erie Ins Exchange Grp,1989,1996,8,5224,5165,45,23230,3676,19554,0,60432
2135,Erie Ins Exchange Grp,1989,1997,9,6145,5174,972,23230,3676,19554,0,60432
2135,Erie Ins Exchange Grp,1989,1998,10,5809,5214,594,23230,3676,19554,0,60432
2135,Erie Ins Exchange Grp,1990,1990,1,13782,1146,9251,25602,4127,21475,0,60432
2135,Erie Ins Exchange Grp,1990,1991,2,8015,1585,2747,25602,4127,21475,0,60432
2135,Erie Ins Exchange Grp,1990,1992,3,8946,2374,3491,25602,4127,21475,0,60432
2135,Erie Ins Exchange Grp,1990,1993,4,12562,3904,5077,25602,4127,21475,0,60432
2135,Erie Ins Exchange Grp,1990,1994,5,10306,5080,3185,25602,4127,21475,0,60432
2135,Erie Ins Exchange Grp,1990,1995,6,6821,6373,68,25602,4127,21475,0,60432
2135,Erie Ins Exchange Grp,1990,1996,7,6562,6193,69,25602,4127,21475,0,60432
2135,Erie Ins Exchange Grp,1990,1997,8,7651,6341,1182,25602,4127,21475,0,60432
2135,Erie Ins Exchange Grp,1990,1998,9,6961,6357,639,25602,4127,21475,0,60432
2135,Erie Ins Exchange Grp,1990,1999,10,6668,6364,338,25602,4127,21475,0,60432
2135,Erie Ins Exchange Grp,1991,1991,1,14987,887,9052,26813,4581,22232,0,60432
2135,Erie Ins Exchange Grp,1991,1992,2,13111,2393,7193,26813,4581,22232,0,60432
2135,Erie Ins Exchange Grp,1991,1993,3,14634,3687,7103,26813,4581,22232,0,60432
2135,Erie Ins Exchange Grp,1991,1994,4,12536,4692,4424,26813,4581,22232,0,60432
2135,Erie Ins Exchange Grp,1991,1995,5,7068,5203,-35,26813,4581,22232,0,60432
2135,Erie Ins Exchange Grp,1991,1996,6,7316,5575,65,26813,4581,22232,0,60432
2135,Erie Ins Exchange Grp,1991,1997,7,9052,5750,1768,26813,4581,22232,0,60432
2135,Erie Ins Exchange Grp,1991,1998,8,8155,6790,1287,26813,4581,22232,0,60432
2135,Erie Ins Exchange Grp,1991,1999,9,8460,6896,1076,26813,4581,22232,0,60432
2135,Erie Ins Exchange Grp,1991,2000,10,8263,7138,988,26813,4581,22232,0,60432
2135,Erie Ins Exchange Grp,1992,1992,1,34361,980,30962,29041,5379,23662,0,60432
2135,Erie Ins Exchange Grp,1992,1993,2,17527,1762,11064,29041,5379,23662,0,60432
2135,Erie Ins Exchange Grp,1992,1994,3,16111,3779,6247,29041,5379,23662,0,60432
2135,Erie Ins Exchange Grp,1992,1995,4,9091,5637,12,29041,5379,23662,0,60432
2135,Erie Ins Exchange Grp,1992,1996,5,9144,6873,23,29041,5379,23662,0,60432
2135,Erie Ins Exchange Grp,1992,1997,6,10700,7961,1748,29041,5379,23662,0,60432
2135,Erie Ins Exchange Grp,1992,1998,7,10412,8983,1285,29041,5379,23662,0,60432
2135,Erie Ins Exchange Grp,1992,1999,8,10786,9044,271,29041,5379,23662,0,60432
2135,Erie Ins Exchange Grp,1992,2000,9,11066,10530,519,29041,5379,23662,0,60432
2135,Erie Ins Exchange Grp,1992,2001,10,10777,10531,236,29041,5379,23662,0,60432
2135,Erie Ins Exchange Grp,1993,1993,1,20777,1201,16257,31838,5733,26105,0,60432
2135,Erie Ins Exchange Grp,1993,1994,2,17440,3735,9471,31838,5733,26105,0,60432
2135,Erie Ins Exchange Grp,1993,1995,3,19659,5697,9511,31838,5733,26105,0,60432
2135,Erie Ins Exchange Grp,1993,1996,4,9439,7790,96,31838,5733,26105,0,60432
2135,Erie Ins Exchange Grp,1993,1997,5,12029,8523,2700,31838,5733,26105,0,60432
2135,Erie Ins Exchange Grp,1993,1998,6,11399,9101,2006,31838,5733,26105,0,60432
2135,Erie Ins Exchange Grp,1993,1999,7,10615,9599,909,31838,5733,26105,0,60432
2135,Erie Ins Exchange Grp,1993,2000,8,10260,9660,561,31838,5733,26105,0,60432
2135,Erie Ins Exchange Grp,1993,2001,9,10332,9943,428,31838,5733,26105,0,60432
2135,Erie Ins Exchange Grp,1993,2002,10,10616,9961,198,31838,5733,26105,0,60432
2135,Erie Ins Exchange Grp,1994,1994,1,19711,1581,13227,32656,1685,30971,0,60432
2135,Erie Ins Exchange Grp,1994,1995,2,23376,3121,14491,32656,1685,30971,0,60432
2135,Erie Ins Exchange Grp,1994,1996,3,21681,3816,14985,32656,1685,30971,0,60432
2135,Erie Ins Exchange Grp,1994,1997,4,10506,5653,3642,32656,1685,30971,0,60432
2135,Erie Ins Exchange Grp,1994,1998,5,9556,8134,2182,32656,1685,30971,0,60432
2135,Erie Ins Exchange Grp,1994,1999,6,8684,7096,1221,32656,1685,30971,0,60432
2135,Erie Ins Exchange Grp,1994,2000,7,8401,7335,864,32656,1685,30971,0,60432
2135,Erie Ins Exchange Grp,1994,2001,8,8170,7421,619,32656,1685,30971,0,60432
2135,Erie Ins Exchange Grp,1994,2002,9,8047,7533,475,32656,1685,30971,0,60432
2135,Erie Ins Exchange Grp,1994,2003,10,7863,7537,290,32656,1685,30971,0,60432
2135,Erie Ins Exchange Grp,1995,1995,1,20117,2223,12686,33747,1642,32105,0,60432
2135,Erie Ins Exchange Grp,1995,1996,2,22341,4660,15157,33747,1642,32105,0,60432
2135,Erie Ins Exchange Grp,1995,1997,3,13424,5871,6207,33747,1642,32105,0,60432
2135,Erie Ins Exchange Grp,1995,1998,4,10836,6708,3426,33747,1642,32105,0,60432
2135,Erie Ins Exchange Grp,1995,1999,5,9289,7109,1886,33747,1642,32105,0,60432
2135,Erie Ins Exchange Grp,1995,2000,6,8949,7397,1353,33747,1642,32105,0,60432
2135,Erie Ins Exchange Grp,1995,2001,7,8707,7705,896,33747,1642,32105,0,60432
2135,Erie Ins Exchange Grp,1995,2002,8,8574,7792,755,33747,1642,32105,0,60432
2135,Erie Ins Exchange Grp,1995,2003,9,8421,7811,505,33747,1642,32105,0,60432
2135,Erie Ins Exchange Grp,1995,2004,10,8530,8244,262,33747,1642,32105,0,60432
2135,Erie Ins Exchange Grp,1996,1996,1,22876,2344,15603,35936,1782,34154,0,60432
2135,Erie Ins Exchange Grp,1996,1997,2,19093,7769,9010,35936,1782,34154,0,60432
2135,Erie Ins Exchange Grp,1996,1998,3,16933,9922,5874,35936,1782,34154,0,60432
2135,Erie Ins Exchange Grp,1996,1999,4,15778,10723,3746,35936,1782,34154,0,60432
2135,Erie Ins Exchange Grp,1996,2000,5,16712,11447,2321,35936,1782,34154,0,60432
2135,Erie Ins Exchange Grp,1996,2001,6,17542,14085,1527,35936,1782,34154,0,60432
2135,Erie Ins Exchange Grp,1996,2002,7,19046,16882,1082,35936,1782,34154,0,60432
2135,Erie Ins Exchange Grp,1996,2003,8,19149,18221,709,35936,1782,34154,0,60432
2135,Erie Ins Exchange Grp,1996,2004,9,18926,18369,456,35936,1782,34154,0,60432
2135,Erie Ins Exchange Grp,1996,2005,10,20677,18493,2012,35936,1782,34154,0,60432
2135,Erie Ins Exchange Grp,1997,1997,1,20522,1898,14204,38184,1945,36239,0,60432
2135,Erie Ins Exchange Grp,1997,1998,2,15596,3363,8621,38184,1945,36239,0,60432
2135,Erie Ins Exchange Grp,1997,1999,3,17806,6097,6383,38184,1945,36239,0,60432
2135,Erie Ins Exchange Grp,1997,2000,4,17044,9060,4990,38184,1945,36239,0,60432
2135,Erie Ins Exchange Grp,1997,2001,5,15881,10716,2653,38184,1945,36239,0,60432
2135,Erie Ins Exchange Grp,1997,2002,6,15148,12130,1924,38184,1945,36239,0,60432
2135,Erie Ins Exchange Grp,1997,2003,7,14493,12639,1139,38184,1945,36239,0,60432
2135,Erie Ins Exchange Grp,1997,2004,8,14173,13021,660,38184,1945,36239,0,60432
2135,Erie Ins Exchange Grp,1997,2005,9,14340,13380,647,38184,1945,36239,0,60432
2135,Erie Ins Exchange Grp,1997,2006,10,14141,13500,422,38184,1945,36239,0,60432
2143,Farmers Alliance Mut & Affiliates,1988,1988,1,909,304,86,3294,1370,1924,0,4085
2143,Farmers Alliance Mut & Affiliates,1988,1989,2,948,493,95,3294,1370,1924,0,4085
2143,Farmers Alliance Mut & Affiliates,1988,1990,3,899,671,38,3294,1370,1924,0,4085
2143,Farmers Alliance Mut & Affiliates,1988,1991,4,1047,935,12,3294,1370,1924,0,4085
2143,Farmers Alliance Mut & Affiliates,1988,1992,5,994,892,55,3294,1370,1924,0,4085
2143,Farmers Alliance Mut & Affiliates,1988,1993,6,969,955,1,3294,1370,1924,0,4085
2143,Farmers Alliance Mut & Affiliates,1988,1994,7,969,969,0,3294,1370,1924,0,4085
2143,Farmers Alliance Mut & Affiliates,1988,1995,8,969,969,0,3294,1370,1924,0,4085
2143,Farmers Alliance Mut & Affiliates,1988,1996,9,970,969,0,3294,1370,1924,0,4085
2143,Farmers Alliance Mut & Affiliates,1988,1997,10,969,969,0,3294,1370,1924,0,4085
2143,Farmers Alliance Mut & Affiliates,1989,1989,1,1123,303,172,3373,1177,2196,0,4085
2143,Farmers Alliance Mut & Affiliates,1989,1990,2,859,664,49,3373,1177,2196,0,4085
2143,Farmers Alliance Mut & Affiliates,1989,1991,3,775,712,27,3373,1177,2196,0,4085
2143,Farmers Alliance Mut & Affiliates,1989,1992,4,808,758,2,3373,1177,2196,0,4085
2143,Farmers Alliance Mut & Affiliates,1989,1993,5,788,774,1,3373,1177,2196,0,4085
2143,Farmers Alliance Mut & Affiliates,1989,1994,6,780,780,0,3373,1177,2196,0,4085
2143,Farmers Alliance Mut & Affiliates,1989,1995,7,782,782,0,3373,1177,2196,0,4085
2143,Farmers Alliance Mut & Affiliates,1989,1996,8,795,784,0,3373,1177,2196,0,4085
2143,Farmers Alliance Mut & Affiliates,1989,1997,9,803,803,0,3373,1177,2196,0,4085
2143,Farmers Alliance Mut & Affiliates,1989,1998,10,783,783,0,3373,1177,2196,0,4085
2143,Farmers Alliance Mut & Affiliates,1990,1990,1,1011,422,124,3304,961,2343,0,4085
2143,Farmers Alliance Mut & Affiliates,1990,1991,2,954,469,26,3304,961,2343,0,4085
2143,Farmers Alliance Mut & Affiliates,1990,1992,3,906,530,12,3304,961,2343,0,4085
2143,Farmers Alliance Mut & Affiliates,1990,1993,4,870,615,24,3304,961,2343,0,4085
2143,Farmers Alliance Mut & Affiliates,1990,1994,5,828,770,2,3304,961,2343,0,4085
2143,Farmers Alliance Mut & Affiliates,1990,1995,6,850,787,7,3304,961,2343,0,4085
2143,Farmers Alliance Mut & Affiliates,1990,1996,7,804,794,0,3304,961,2343,0,4085
2143,Farmers Alliance Mut & Affiliates,1990,1997,8,795,795,0,3304,961,2343,0,4085
2143,Farmers Alliance Mut & Affiliates,1990,1998,9,799,799,0,3304,961,2343,0,4085
2143,Farmers Alliance Mut & Affiliates,1990,1999,10,799,799,0,3304,961,2343,0,4085
2143,Farmers Alliance Mut & Affiliates,1991,1991,1,1450,235,181,3354,984,2370,0,4085
2143,Farmers Alliance Mut & Affiliates,1991,1992,2,897,468,43,3354,984,2370,0,4085
2143,Farmers Alliance Mut & Affiliates,1991,1993,3,877,668,37,3354,984,2370,0,4085
2143,Farmers Alliance Mut & Affiliates,1991,1994,4,778,717,2,3354,984,2370,0,4085
2143,Farmers Alliance Mut & Affiliates,1991,1995,5,762,745,2,3354,984,2370,0,4085
2143,Farmers Alliance Mut & Affiliates,1991,1996,6,752,752,0,3354,984,2370,0,4085
2143,Farmers Alliance Mut & Affiliates,1991,1997,7,752,752,0,3354,984,2370,0,4085
2143,Farmers Alliance Mut & Affiliates,1991,1998,8,750,750,0,3354,984,2370,0,4085
2143,Farmers Alliance Mut & Affiliates,1991,1999,9,750,750,0,3354,984,2370,0,4085
2143,Farmers Alliance Mut & Affiliates,1991,2000,10,750,750,0,3354,984,2370,0,4085
2143,Farmers Alliance Mut & Affiliates,1992,1992,1,822,175,82,3187,985,2202,0,4085
2143,Farmers Alliance Mut & Affiliates,1992,1993,2,796,338,101,3187,985,2202,0,4085
2143,Farmers Alliance Mut & Affiliates,1992,1994,3,739,467,37,3187,985,2202,0,4085
2143,Farmers Alliance Mut & Affiliates,1992,1995,4,670,535,20,3187,985,2202,0,4085
2143,Farmers Alliance Mut & Affiliates,1992,1996,5,785,563,3,3187,985,2202,0,4085
2143,Farmers Alliance Mut & Affiliates,1992,1997,6,814,749,0,3187,985,2202,0,4085
2143,Farmers Alliance Mut & Affiliates,1992,1998,7,775,748,1,3187,985,2202,0,4085
2143,Farmers Alliance Mut & Affiliates,1992,1999,8,780,748,1,3187,985,2202,0,4085
2143,Farmers Alliance Mut & Affiliates,1992,2000,9,778,748,0,3187,985,2202,0,4085
2143,Farmers Alliance Mut & Affiliates,1992,2001,10,748,748,0,3187,985,2202,0,4085
2143,Farmers Alliance Mut & Affiliates,1993,1993,1,1379,358,207,3694,1223,2471,0,4085
2143,Farmers Alliance Mut & Affiliates,1993,1994,2,1078,644,143,3694,1223,2471,0,4085
2143,Farmers Alliance Mut & Affiliates,1993,1995,3,1246,705,98,3694,1223,2471,0,4085
2143,Farmers Alliance Mut & Affiliates,1993,1996,4,1065,873,55,3694,1223,2471,0,4085
2143,Farmers Alliance Mut & Affiliates,1993,1997,5,990,879,16,3694,1223,2471,0,4085
2143,Farmers Alliance Mut & Affiliates,1993,1998,6,899,899,0,3694,1223,2471,0,4085
2143,Farmers Alliance Mut & Affiliates,1993,1999,7,899,899,0,3694,1223,2471,0,4085
2143,Farmers Alliance Mut & Affiliates,1993,2000,8,899,899,0,3694,1223,2471,0,4085
2143,Farmers Alliance Mut & Affiliates,1993,2001,9,899,899,0,3694,1223,2471,0,4085
2143,Farmers Alliance Mut & Affiliates,1993,2002,10,899,899,0,3694,1223,2471,0,4085
2143,Farmers Alliance Mut & Affiliates,1994,1994,1,1977,385,133,3747,1283,2464,0,4085
2143,Farmers Alliance Mut & Affiliates,1994,1995,2,2320,979,433,3747,1283,2464,0,4085
2143,Farmers Alliance Mut & Affiliates,1994,1996,3,2109,1458,54,3747,1283,2464,0,4085
2143,Farmers Alliance Mut & Affiliates,1994,1997,4,2307,1608,54,3747,1283,2464,0,4085
2143,Farmers Alliance Mut & Affiliates,1994,1998,5,2183,1975,6,3747,1283,2464,0,4085
2143,Farmers Alliance Mut & Affiliates,1994,1999,6,2258,2255,0,3747,1283,2464,0,4085
2143,Farmers Alliance Mut & Affiliates,1994,2000,7,2300,2300,0,3747,1283,2464,0,4085
2143,Farmers Alliance Mut & Affiliates,1994,2001,8,2300,2300,0,3747,1283,2464,0,4085
2143,Farmers Alliance Mut & Affiliates,1994,2002,9,2300,2300,0,3747,1283,2464,0,4085
2143,Farmers Alliance Mut & Affiliates,1994,2003,10,2300,2300,0,3747,1283,2464,0,4085
2143,Farmers Alliance Mut & Affiliates,1995,1995,1,1727,255,691,3726,1285,2441,0,4085
2143,Farmers Alliance Mut & Affiliates,1995,1996,2,1288,621,339,3726,1285,2441,0,4085
2143,Farmers Alliance Mut & Affiliates,1995,1997,3,1411,687,534,3726,1285,2441,0,4085
2143,Farmers Alliance Mut & Affiliates,1995,1998,4,846,726,3,3726,1285,2441,0,4085
2143,Farmers Alliance Mut & Affiliates,1995,1999,5,810,805,0,3726,1285,2441,0,4085
2143,Farmers Alliance Mut & Affiliates,1995,2000,6,806,806,0,3726,1285,2441,0,4085
2143,Farmers Alliance Mut & Affiliates,1995,2001,7,806,806,0,3726,1285,2441,0,4085
2143,Farmers Alliance Mut & Affiliates,1995,2002,8,815,807,0,3726,1285,2441,0,4085
2143,Farmers Alliance Mut & Affiliates,1995,2003,9,810,810,0,3726,1285,2441,0,4085
2143,Farmers Alliance Mut & Affiliates,1995,2004,10,820,810,0,3726,1285,2441,0,4085
2143,Farmers Alliance Mut & Affiliates,1996,1996,1,2013,291,598,3765,1296,2469,0,4085
2143,Farmers Alliance Mut & Affiliates,1996,1997,2,1402,581,385,3765,1296,2469,0,4085
2143,Farmers Alliance Mut & Affiliates,1996,1998,3,1398,1079,120,3765,1296,2469,0,4085
2143,Farmers Alliance Mut & Affiliates,1996,1999,4,1278,1193,3,3765,1296,2469,0,4085
2143,Farmers Alliance Mut & Affiliates,1996,2000,5,1226,1221,0,3765,1296,2469,0,4085
2143,Farmers Alliance Mut & Affiliates,1996,2001,6,1268,1263,0,3765,1296,2469,0,4085
2143,Farmers Alliance Mut & Affiliates,1996,2002,7,1270,1265,0,3765,1296,2469,0,4085
2143,Farmers Alliance Mut & Affiliates,1996,2003,8,1265,1265,0,3765,1296,2469,0,4085
2143,Farmers Alliance Mut & Affiliates,1996,2004,9,1273,1273,0,3765,1296,2469,0,4085
2143,Farmers Alliance Mut & Affiliates,1996,2005,10,1273,1273,0,3765,1296,2469,0,4085
2143,Farmers Alliance Mut & Affiliates,1997,1997,1,1673,251,245,3886,1356,2530,0,4085
2143,Farmers Alliance Mut & Affiliates,1997,1998,2,1434,871,85,3886,1356,2530,0,4085
2143,Farmers Alliance Mut & Affiliates,1997,1999,3,1454,1181,106,3886,1356,2530,0,4085
2143,Farmers Alliance Mut & Affiliates,1997,2000,4,1978,1232,10,3886,1356,2530,0,4085
2143,Farmers Alliance Mut & Affiliates,1997,2001,5,1548,1403,31,3886,1356,2530,0,4085
2143,Farmers Alliance Mut & Affiliates,1997,2002,6,1507,1471,0,3886,1356,2530,0,4085
2143,Farmers Alliance Mut & Affiliates,1997,2003,7,1496,1475,0,3886,1356,2530,0,4085
2143,Farmers Alliance Mut & Affiliates,1997,2004,8,1495,1495,0,3886,1356,2530,0,4085
2143,Farmers Alliance Mut & Affiliates,1997,2005,9,1495,1495,0,3886,1356,2530,0,4085
2143,Farmers Alliance Mut & Affiliates,1997,2006,10,1495,1495,0,3886,1356,2530,0,4085
