GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_B,CumPaidLoss_B,BulkLoss_B,EarnedPremDIR_B,EarnedPremCeded_B,EarnedPremNet_B,Single,PostedReserve97_B
10049,All Nation Ins Co,1993,2000,8,10094,10081,-4,16310,286,16024,1,5730
10049,All Nation Ins Co,1993,2001,9,10094,10098,-4,16310,286,16024,1,5730
10049,All Nation Ins Co,1993,2002,10,10096,10098,-2,16310,286,16024,1,5730
10049,All Nation Ins Co,1994,1994,1,10118,3311,1061,13069,169,12900,1,5730
10049,All Nation Ins Co,1994,1995,2,9280,6588,0,13069,169,12900,1,5730
10049,All Nation Ins Co,1994,1996,3,9317,8034,125,13069,169,12900,1,5730
10049,All Nation Ins Co,1994,1997,4,9263,8716,75,13069,169,12900,1,5730
10049,All Nation Ins Co,1994,1998,5,9022,8884,-50,13069,169,12900,1,5730
10049,All Nation Ins Co,1994,1999,6,9022,8963,-1,13069,169,12900,1,5730
10049,All Nation Ins Co,1994,2000,7,9027,9001,-22,13069,169,12900,1,5730
10049,All Nation Ins Co,1994,2001,8,9055,9029,-22,13069,169,12900,1,5730
10049,All Nation Ins Co,1994,2002,9,9083,9059,-2,13069,169,12900,1,5730
10049,All Nation Ins Co,1994,2003,10,9036,9038,-2,13069,169,12900,1,5730
10049,All Nation Ins Co,1995,1995,1,12173,4595,786,15118,130,14988,1,5730
10049,All Nation Ins Co,1995,1996,2,11021,8174,190,15118,130,14988,1,5730
10049,All Nation Ins Co,1995,1997,3,10884,9345,125,15118,130,14988,1,5730
10049,All Nation Ins Co,1995,1998,4,10568,10039,-100,15118,130,14988,1,5730
10049,All Nation Ins Co,1995,1999,5,10524,10281,-42,15118,130,14988,1,5730
10049,All Nation Ins Co,1995,2000,6,10528,10463,-27,15118,130,14988,1,5730
10049,All Nation Ins Co,1995,2001,7,10522,10521,-27,15118,130,14988,1,5730
10049,All Nation Ins Co,1995,2002,8,10538,10547,-9,15118,130,14988,1,5730
10049,All Nation Ins Co,1995,2003,9,10537,10546,-9,15118,130,14988,1,5730
10049,All Nation Ins Co,1995,2004,10,10546,10546,0,15118,130,14988,1,5730
10049,All Nation Ins Co,1996,1996,1,7625,3448,1810,13995,6188,7807,1,5730
10049,All Nation Ins Co,1996,1997,2,6928,4627,1094,13995,6188,7807,1,5730
10049,All Nation Ins Co,1996,1998,3,6261,5251,513,13995,6188,7807,1,5730
10049,All Nation Ins Co,1996,1999,4,6255,5828,343,13995,6188,7807,1,5730
10049,All Nation Ins Co,1996,2000,5,5623,5571,33,13995,6188,7807,1,5730
10049,All Nation Ins Co,1996,2001,6,5633,5589,33,13995,6188,7807,1,5730
10049,All Nation Ins Co,1996,2002,7,5643,5626,-5,13995,6188,7807,1,5730
10049,All Nation Ins Co,1996,2003,8,5664,5658,-5,13995,6188,7807,1,5730
10049,All Nation Ins Co,1996,2004,9,5658,5658,0,13995,6188,7807,1,5730
10049,All Nation Ins Co,1996,2005,10,5658,5658,0,13995,6188,7807,1,5730
10049,All Nation Ins Co,1997,1997,1,825,218,185,6369,5590,779,1,5730
10049,All Nation Ins Co,1997,1998,2,672,382,0,6369,5590,779,1,5730
10049,All Nation Ins Co,1997,1999,3,510,446,-12,6369,5590,779,1,5730
10049,All Nation Ins Co,1997,2000,4,495,484,0,6369,5590,779,1,5730
10049,All Nation Ins Co,1997,2001,5,509,509,0,6369,5590,779,1,5730
10049,All Nation Ins Co,1997,2002,6,509,509,0,6369,5590,779,1,5730
10049,All Nation Ins Co,1997,2003,7,509,509,0,6369,5590,779,1,5730
10049,All Nation Ins Co,1997,2004,8,509,509,0,6369,5590,779,1,5730
10049,All Nation Ins Co,1997,2005,9,509,509,0,6369,5590,779,1,5730
10049,All Nation Ins Co,1997,2006,10,509,509,0,6369,5590,779,1,5730
10204,Consumers Ins Usa Inc,1988,1988,1,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1988,1989,2,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1988,1990,3,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1988,1991,4,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1988,1992,5,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1988,1993,6,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1988,1994,7,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1988,1995,8,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1988,1996,9,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1988,1997,10,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1989,1989,1,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1989,1990,2,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1989,1991,3,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1989,1992,4,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1989,1993,5,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1989,1994,6,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1989,1995,7,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1989,1996,8,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1989,1997,9,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1989,1998,10,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1990,1990,1,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1990,1991,2,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1990,1992,3,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1990,1993,4,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1990,1994,5,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1990,1995,6,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1990,1996,7,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1990,1997,8,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1990,1998,9,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1990,1999,10,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1991,1991,1,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1991,1992,2,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1991,1993,3,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1991,1994,4,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1991,1995,5,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1991,1996,6,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1991,1997,7,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1991,1998,8,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1991,1999,9,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1991,2000,10,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1992,1992,1,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1992,1993,2,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1992,1994,3,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1992,1995,4,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1992,1996,5,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1992,1997,6,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1992,1998,7,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1992,1999,8,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1992,2000,9,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1992,2001,10,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1993,1993,1,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1993,1994,2,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1993,1995,3,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1993,1996,4,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1993,1997,5,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1993,1998,6,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1993,1999,7,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1993,2000,8,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1993,2001,9,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1993,2002,10,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1994,1994,1,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1994,1995,2,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1994,1996,3,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1994,1997,4,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1994,1998,5,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1994,1999,6,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1994,2000,7,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1994,2001,8,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1994,2002,9,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1994,2003,10,0,0,0,0,0,0,1,421
10204,Consumers Ins Usa Inc,1995,1995,1,146,56,32,375,232,143,1,421
10204,Consumers Ins Usa Inc,1995,1996,2,150,128,6,375,232,143,1,421
10204,Consumers Ins Usa Inc,1995,1997,3,145,139,0,375,232,143,1,421
10204,Consumers Ins Usa Inc,1995,1998,4,147,144,0,375,232,143,1,421
10204,Consumers Ins Usa Inc,1995,1999,5,149,149,0,375,232,143,1,421
10204,Consumers Ins Usa Inc,1995,2000,6,149,149,0,375,232,143,1,421
10204,Consumers Ins Usa Inc,1995,2001,7,149,149,0,375,232,143,1,421
10204,Consumers Ins Usa Inc,1995,2002,8,149,149,0,375,232,143,1,421
10204,Consumers Ins Usa Inc,1995,2003,9,149,149,0,375,232,143,1,421
10204,Consumers Ins Usa Inc,1995,2004,10,149,149,0,375,232,143,1,421
10204,Consumers Ins Usa Inc,1996,1996,1,650,372,162,2152,1325,827,1,421
10204,Consumers Ins Usa Inc,1996,1997,2,644,562,5,2152,1325,827,1,421
10204,Consumers Ins Usa Inc,1996,1998,3,645,608,2,2152,1325,827,1,421
10204,Consumers Ins Usa Inc,1996,1999,4,648,629,0,2152,1325,827,1,421
10204,Consumers Ins Usa Inc,1996,2000,5,644,638,0,2152,1325,827,1,421
10204,Consumers Ins Usa Inc,1996,2001,6,644,644,0,2152,1325,827,1,421
10204,Consumers Ins Usa Inc,1996,2002,7,643,643,0,2152,1325,827,1,421
10204,Consumers Ins Usa Inc,1996,2003,8,643,643,0,2152,1325,827,1,421
10204,Consumers Ins Usa Inc,1996,2004,9,641,641,0,2152,1325,827,1,421
10204,Consumers Ins Usa Inc,1996,2005,10,640,640,0,2152,1325,827,1,421
10204,Consumers Ins Usa Inc,1997,1997,1,720,426,85,2398,1491,907,1,421
10204,Consumers Ins Usa Inc,1997,1998,2,732,611,9,2398,1491,907,1,421
10204,Consumers Ins Usa Inc,1997,1999,3,711,651,1,2398,1491,907,1,421
10204,Consumers Ins Usa Inc,1997,2000,4,709,678,0,2398,1491,907,1,421
10204,Consumers Ins Usa Inc,1997,2001,5,725,716,0,2398,1491,907,1,421
10204,Consumers Ins Usa Inc,1997,2002,6,718,717,0,2398,1491,907,1,421
10204,Consumers Ins Usa Inc,1997,2003,7,715,715,0,2398,1491,907,1,421
10204,Consumers Ins Usa Inc,1997,2004,8,713,713,0,2398,1491,907,1,421
10204,Consumers Ins Usa Inc,1997,2005,9,712,712,0,2398,1491,907,1,421
10204,Consumers Ins Usa Inc,1997,2006,10,713,713,0,2398,1491,907,1,421
10308,Antilles Ins Co,1988,1988,1,83,50,5,262,27,235,1,548
10308,Antilles Ins Co,1988,1989,2,72,72,0,262,27,235,1,548
10308,Antilles Ins Co,1988,1990,3,76,76,0,262,27,235,1,548
10308,Antilles Ins Co,1988,1991,4,76,76,0,262,27,235,1,548
10308,Antilles Ins Co,1988,1992,5,76,76,0,262,27,235,1,548
10308,Antilles Ins Co,1988,1993,6,76,76,0,262,27,235,1,548
10308,Antilles Ins Co,1988,1994,7,76,76,0,262,27,235,1,548
10308,Antilles Ins Co,1988,1995,8,76,76,0,262,27,235,1,548
10308,Antilles Ins Co,1988,1996,9,76,76,0,262,27,235,1,548
10308,Antilles Ins Co,1988,1997,10,76,76,0,262,27,235,1,548
10308,Antilles Ins Co,1989,1989,1,159,48,84,187,21,166,1,548
10308,Antilles Ins Co,1989,1990,2,77,62,0,187,21,166,1,548
10308,Antilles Ins Co,1989,1991,3,89,89,0,187,21,166,1,548
10308,Antilles Ins Co,1989,1992,4,89,89,0,187,21,166,1,548
10308,Antilles Ins Co,1989,1993,5,89,89,0,187,21,166,1,548
10308,Antilles Ins Co,1989,1994,6,89,89,0,187,21,166,1,548
10308,Antilles Ins Co,1989,1995,7,89,89,0,187,21,166,1,548
10308,Antilles Ins Co,1989,1996,8,89,89,0,187,21,166,1,548
10308,Antilles Ins Co,1989,1997,9,89,89,0,187,21,166,1,548
10308,Antilles Ins Co,1989,1998,10,85,85,0,187,21,166,1,548
10308,Antilles Ins Co,1990,1990,1,88,49,104,164,215,-51,1,548
10308,Antilles Ins Co,1990,1991,2,91,80,0,164,215,-51,1,548
10308,Antilles Ins Co,1990,1992,3,101,99,0,164,215,-51,1,548
10308,Antilles Ins Co,1990,1993,4,99,99,0,164,215,-51,1,548
10308,Antilles Ins Co,1990,1994,5,99,99,0,164,215,-51,1,548
10308,Antilles Ins Co,1990,1995,6,99,99,0,164,215,-51,1,548
10308,Antilles Ins Co,1990,1996,7,99,99,0,164,215,-51,1,548
10308,Antilles Ins Co,1990,1997,8,99,99,0,164,215,-51,1,548
10308,Antilles Ins Co,1990,1998,9,99,99,0,164,215,-51,1,548
10308,Antilles Ins Co,1990,1999,10,99,99,0,164,215,-51,1,548
10308,Antilles Ins Co,1991,1991,1,143,48,69,140,16,124,1,548
10308,Antilles Ins Co,1991,1992,2,94,73,0,140,16,124,1,548
10308,Antilles Ins Co,1991,1993,3,91,75,0,140,16,124,1,548
10308,Antilles Ins Co,1991,1994,4,91,77,0,140,16,124,1,548
10308,Antilles Ins Co,1991,1995,5,112,78,0,140,16,124,1,548
10308,Antilles Ins Co,1991,1996,6,129,80,0,140,16,124,1,548
10308,Antilles Ins Co,1991,1997,7,130,81,0,140,16,124,1,548
10308,Antilles Ins Co,1991,1998,8,132,83,0,140,16,124,1,548
10308,Antilles Ins Co,1991,1999,9,136,87,0,140,16,124,1,548
10308,Antilles Ins Co,1991,2000,10,140,151,0,140,16,124,1,548
10308,Antilles Ins Co,1992,1992,1,135,44,83,139,15,124,1,548
10308,Antilles Ins Co,1992,1993,2,45,45,0,139,15,124,1,548
10308,Antilles Ins Co,1992,1994,3,45,45,0,139,15,124,1,548
10308,Antilles Ins Co,1992,1995,4,57,45,12,139,15,124,1,548
10308,Antilles Ins Co,1992,1996,5,45,45,0,139,15,124,1,548
10308,Antilles Ins Co,1992,1997,6,45,45,0,139,15,124,1,548
10308,Antilles Ins Co,1992,1998,7,45,45,0,139,15,124,1,548
10308,Antilles Ins Co,1992,1999,8,45,45,0,139,15,124,1,548
10308,Antilles Ins Co,1992,2000,9,45,45,0,139,15,124,1,548
10308,Antilles Ins Co,1992,2001,10,45,45,0,139,15,124,1,548
10308,Antilles Ins Co,1993,1993,1,190,52,117,146,15,131,1,548
10308,Antilles Ins Co,1993,1994,2,92,75,0,146,15,131,1,548
10308,Antilles Ins Co,1993,1995,3,139,82,12,146,15,131,1,548
10308,Antilles Ins Co,1993,1996,4,123,110,13,146,15,131,1,548
10308,Antilles Ins Co,1993,1997,5,111,111,0,146,15,131,1,548
10308,Antilles Ins Co,1993,1998,6,111,111,0,146,15,131,1,548
10308,Antilles Ins Co,1993,1999,7,111,111,0,146,15,131,1,548
10308,Antilles Ins Co,1993,2000,8,111,111,0,146,15,131,1,548
10308,Antilles Ins Co,1993,2001,9,111,111,0,146,15,131,1,548
10308,Antilles Ins Co,1993,2002,10,111,111,0,146,15,131,1,548
10308,Antilles Ins Co,1994,1994,1,272,51,161,202,24,178,1,548
10308,Antilles Ins Co,1994,1995,2,140,90,21,202,24,178,1,548
10308,Antilles Ins Co,1994,1996,3,135,92,14,202,24,178,1,548
10308,Antilles Ins Co,1994,1997,4,115,95,14,202,24,178,1,548
10308,Antilles Ins Co,1994,1998,5,150,119,0,202,24,178,1,548
10308,Antilles Ins Co,1994,1999,6,148,122,0,202,24,178,1,548
10308,Antilles Ins Co,1994,2000,7,160,160,0,202,24,178,1,548
10308,Antilles Ins Co,1994,2001,8,160,160,0,202,24,178,1,548
10308,Antilles Ins Co,1994,2002,9,161,161,0,202,24,178,1,548
10308,Antilles Ins Co,1994,2003,10,161,161,0,202,24,178,1,548
10308,Antilles Ins Co,1995,1995,1,251,120,172,241,29,212,1,548
10308,Antilles Ins Co,1995,1996,2,195,168,27,241,29,212,1,548
10308,Antilles Ins Co,1995,1997,3,182,168,14,241,29,212,1,548
10308,Antilles Ins Co,1995,1998,4,183,168,15,241,29,212,1,548
10308,Antilles Ins Co,1995,1999,5,168,168,0,241,29,212,1,548
10308,Antilles Ins Co,1995,2000,6,168,168,0,241,29,212,1,548
10308,Antilles Ins Co,1995,2001,7,168,168,0,241,29,212,1,548
10308,Antilles Ins Co,1995,2002,8,168,168,0,241,29,212,1,548
10308,Antilles Ins Co,1995,2003,9,168,168,0,241,29,212,1,548
10308,Antilles Ins Co,1995,2004,10,168,168,0,241,29,212,1,548
10308,Antilles Ins Co,1996,1996,1,304,40,217,201,21,180,1,548
10308,Antilles Ins Co,1996,1997,2,137,52,28,201,21,180,1,548
10308,Antilles Ins Co,1996,1998,3,121,106,15,201,21,180,1,548
10308,Antilles Ins Co,1996,1999,4,118,107,11,201,21,180,1,548
10308,Antilles Ins Co,1996,2000,5,107,107,0,201,21,180,1,548
10308,Antilles Ins Co,1996,2001,6,107,107,0,201,21,180,1,548
10308,Antilles Ins Co,1996,2002,7,107,107,0,201,21,180,1,548
10308,Antilles Ins Co,1996,2003,8,107,107,0,201,21,180,1,548
10308,Antilles Ins Co,1996,2004,9,107,107,0,201,21,180,1,548
10308,Antilles Ins Co,1996,2005,10,107,107,0,201,21,180,1,548
10308,Antilles Ins Co,1997,1997,1,309,43,225,160,17,143,1,548
10308,Antilles Ins Co,1997,1998,2,89,60,28,160,17,143,1,548
10308,Antilles Ins Co,1997,1999,3,71,60,11,160,17,143,1,548
10308,Antilles Ins Co,1997,2000,4,75,60,15,160,17,143,1,548
10308,Antilles Ins Co,1997,2001,5,57,57,0,160,17,143,1,548
10308,Antilles Ins Co,1997,2002,6,57,57,0,160,17,143,1,548
10308,Antilles Ins Co,1997,2003,7,57,57,0,160,17,143,1,548
10308,Antilles Ins Co,1997,2004,8,57,57,0,160,17,143,1,548
10308,Antilles Ins Co,1997,2005,9,57,57,0,160,17,143,1,548
10308,Antilles Ins Co,1997,2006,10,57,57,0,160,17,143,1,548
10336,Usauto Ins Co,1988,1988,1,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1988,1989,2,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1988,1990,3,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1988,1991,4,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1988,1992,5,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1988,1993,6,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1988,1994,7,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1988,1995,8,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1988,1996,9,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1988,1997,10,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1989,1989,1,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1989,1990,2,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1989,1991,3,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1989,1992,4,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1989,1993,5,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1989,1994,6,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1989,1995,7,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1989,1996,8,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1989,1997,9,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1989,1998,10,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1990,1990,1,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1990,1991,2,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1990,1992,3,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1990,1993,4,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1990,1994,5,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1990,1995,6,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1990,1996,7,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1990,1997,8,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1990,1998,9,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1990,1999,10,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1991,1991,1,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1991,1992,2,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1991,1993,3,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1991,1994,4,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1991,1995,5,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1991,1996,6,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1991,1997,7,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1991,1998,8,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1991,1999,9,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1991,2000,10,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1992,1992,1,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1992,1993,2,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1992,1994,3,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1992,1995,4,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1992,1996,5,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1992,1997,6,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1992,1998,7,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1992,1999,8,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1992,2000,9,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1992,2001,10,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1993,1993,1,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1993,1994,2,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1993,1995,3,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1993,1996,4,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1993,1997,5,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1993,1998,6,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1993,1999,7,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1993,2000,8,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1993,2001,9,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1993,2002,10,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1994,1994,1,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1994,1995,2,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1994,1996,3,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1994,1997,4,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1994,1998,5,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1994,1999,6,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1994,2000,7,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1994,2001,8,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1994,2002,9,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1994,2003,10,0,0,0,0,0,0,1,365
10336,Usauto Ins Co,1995,1995,1,21,6,9,133,106,27,1,365
10336,Usauto Ins Co,1995,1996,2,21,17,1,133,106,27,1,365
10336,Usauto Ins Co,1995,1997,3,21,21,0,133,106,27,1,365
10336,Usauto Ins Co,1995,1998,4,20,20,0,133,106,27,1,365
10336,Usauto Ins Co,1995,1999,5,20,20,0,133,106,27,1,365
10336,Usauto Ins Co,1995,2000,6,21,21,0,133,106,27,1,365
10336,Usauto Ins Co,1995,2001,7,21,21,0,133,106,27,1,365
10336,Usauto Ins Co,1995,2002,8,21,21,0,133,106,27,1,365
10336,Usauto Ins Co,1995,2003,9,21,21,0,133,106,27,1,365
10336,Usauto Ins Co,1995,2004,10,21,21,0,133,106,27,1,365
10336,Usauto Ins Co,1996,1996,1,336,163,78,2569,2087,482,1,365
10336,Usauto Ins Co,1996,1997,2,407,294,17,2569,2087,482,1,365
10336,Usauto Ins Co,1996,1998,3,390,364,6,2569,2087,482,1,365
10336,Usauto Ins Co,1996,1999,4,396,387,4,2569,2087,482,1,365
10336,Usauto Ins Co,1996,2000,5,386,386,0,2569,2087,482,1,365
10336,Usauto Ins Co,1996,2001,6,386,386,0,2569,2087,482,1,365
10336,Usauto Ins Co,1996,2002,7,387,387,0,2569,2087,482,1,365
10336,Usauto Ins Co,1996,2003,8,387,387,0,2569,2087,482,1,365
10336,Usauto Ins Co,1996,2004,9,387,387,0,2569,2087,482,1,365
10336,Usauto Ins Co,1996,2005,10,388,387,1,2569,2087,482,1,365
10336,Usauto Ins Co,1997,1997,1,739,341,193,5364,4405,959,1,365
10336,Usauto Ins Co,1997,1998,2,792,649,57,5364,4405,959,1,365
10336,Usauto Ins Co,1997,1999,3,826,768,12,5364,4405,959,1,365
10336,Usauto Ins Co,1997,2000,4,762,749,0,5364,4405,959,1,365
10336,Usauto Ins Co,1997,2001,5,844,835,0,5364,4405,959,1,365
10336,Usauto Ins Co,1997,2002,6,846,843,0,5364,4405,959,1,365
10336,Usauto Ins Co,1997,2003,7,851,851,0,5364,4405,959,1,365
10336,Usauto Ins Co,1997,2004,8,853,853,0,5364,4405,959,1,365
10336,Usauto Ins Co,1997,2005,9,855,852,3,5364,4405,959,1,365
10336,Usauto Ins Co,1997,2006,10,869,868,1,5364,4405,959,1,365
10783,Cornerstone Natl Ins Co,1988,1988,1,0,0,0,0,0,0,1,939
10783,Cornerstone Natl Ins Co,1988,1989,2,0,0,0,0,0,0,1,939
10783,Cornerstone Natl Ins Co,1988,1990,3,0,0,0,0,0,0,1,939
10783,Cornerstone Natl Ins Co,1988,1991,4,0,0,0,0,0,0,1,939
10783,Cornerstone Natl Ins Co,1988,1992,5,0,0,0,0,0,0,1,939
10783,Cornerstone Natl Ins Co,1988,1993,6,0,0,0,0,0,0,1,939
10783,Cornerstone Natl Ins Co,1988,1994,7,0,0,0,0,0,0,1,939
10783,Cornerstone Natl Ins Co,1988,1995,8,0,0,0,0,0,0,1,939
10783,Cornerstone Natl Ins Co,1988,1996,9,0,0,0,0,0,0,1,939
10783,Cornerstone Natl Ins Co,1988,1997,10,0,0,0,0,0,0,1,939
10783,Cornerstone Natl Ins Co,1989,1989,1,0,0,0,0,0,0,1,939
