GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_R1,CumPaidLoss_R1,BulkLoss_R1,EarnedPremDIR_R1,EarnedPremCeded_R1,EarnedPremNet_R1,Single,PostedReserve97_R1
1236,Shelter Ins Cos Grp,1994,1996,3,202,43,155,299,1,298,0,670
1236,Shelter Ins Cos Grp,1994,1997,4,55,45,10,299,1,298,0,670
1236,Shelter Ins Cos Grp,1994,1998,5,45,45,0,299,1,298,0,670
1236,Shelter Ins Cos Grp,1994,1999,6,46,46,0,299,1,298,0,670
1236,Shelter Ins Cos Grp,1994,2000,7,47,46,1,299,1,298,0,670
1236,Shelter Ins Cos Grp,1994,2001,8,46,46,0,299,1,298,0,670
1236,Shelter Ins Cos Grp,1994,2002,9,46,46,0,299,1,298,0,670
1236,Shelter Ins Cos Grp,1994,2003,10,46,46,0,299,1,298,0,670
1236,Shelter Ins Cos Grp,1995,1995,1,313,26,226,405,2,403,0,670
1236,Shelter Ins Cos Grp,1995,1996,2,782,32,606,405,2,403,0,670
1236,Shelter Ins Cos Grp,1995,1997,3,323,37,121,405,2,403,0,670
1236,Shelter Ins Cos Grp,1995,1998,4,391,38,238,405,2,403,0,670
1236,Shelter Ins Cos Grp,1995,1999,5,215,119,90,405,2,403,0,670
1236,Shelter Ins Cos Grp,1995,2000,6,129,119,4,405,2,403,0,670
1236,Shelter Ins Cos Grp,1995,2001,7,119,119,0,405,2,403,0,670
1236,Shelter Ins Cos Grp,1995,2002,8,119,119,0,405,2,403,0,670
1236,Shelter Ins Cos Grp,1995,2003,9,119,119,0,405,2,403,0,670
1236,Shelter Ins Cos Grp,1995,2004,10,119,119,0,405,2,403,0,670
1236,Shelter Ins Cos Grp,1996,1996,1,453,8,369,452,0,452,0,670
1236,Shelter Ins Cos Grp,1996,1997,2,149,49,100,452,0,452,0,670
1236,Shelter Ins Cos Grp,1996,1998,3,50,50,0,452,0,452,0,670
1236,Shelter Ins Cos Grp,1996,1999,4,52,52,0,452,0,452,0,670
1236,Shelter Ins Cos Grp,1996,2000,5,65,52,13,452,0,452,0,670
1236,Shelter Ins Cos Grp,1996,2001,6,52,52,0,452,0,452,0,670
1236,Shelter Ins Cos Grp,1996,2002,7,52,52,0,452,0,452,0,670
1236,Shelter Ins Cos Grp,1996,2003,8,52,52,0,452,0,452,0,670
1236,Shelter Ins Cos Grp,1996,2004,9,52,52,0,452,0,452,0,670
1236,Shelter Ins Cos Grp,1996,2005,10,52,52,0,452,0,452,0,670
1236,Shelter Ins Cos Grp,1997,1997,1,205,38,156,497,2,495,0,670
1236,Shelter Ins Cos Grp,1997,1998,2,139,44,64,497,2,495,0,670
1236,Shelter Ins Cos Grp,1997,1999,3,114,86,17,497,2,495,0,670
1236,Shelter Ins Cos Grp,1997,2000,4,146,102,29,497,2,495,0,670
1236,Shelter Ins Cos Grp,1997,2001,5,102,102,0,497,2,495,0,670
1236,Shelter Ins Cos Grp,1997,2002,6,102,102,0,497,2,495,0,670
1236,Shelter Ins Cos Grp,1997,2003,7,102,102,0,497,2,495,0,670
1236,Shelter Ins Cos Grp,1997,2004,8,102,102,0,497,2,495,0,670
1236,Shelter Ins Cos Grp,1997,2005,9,102,102,0,497,2,495,0,670
1236,Shelter Ins Cos Grp,1997,2006,10,102,102,0,497,2,495,0,670
1252,Penn Miller Grp,1988,1988,1,290,37,111,2314,1429,886,0,1540
1252,Penn Miller Grp,1988,1989,2,343,88,130,2314,1429,886,0,1540
1252,Penn Miller Grp,1988,1990,3,391,109,119,2314,1429,886,0,1540
1252,Penn Miller Grp,1988,1991,4,268,145,13,2314,1429,886,0,1540
1252,Penn Miller Grp,1988,1992,5,256,160,28,2314,1429,886,0,1540
1252,Penn Miller Grp,1988,1993,6,240,173,40,2314,1429,886,0,1540
1252,Penn Miller Grp,1988,1994,7,196,189,0,2314,1429,886,0,1540
1252,Penn Miller Grp,1988,1995,8,194,189,0,2314,1429,886,0,1540
1252,Penn Miller Grp,1988,1996,9,194,189,0,2314,1429,886,0,1540
1252,Penn Miller Grp,1988,1997,10,193,193,0,2314,1429,886,0,1540
1252,Penn Miller Grp,1989,1989,1,226,1,155,2389,1507,882,0,1540
1252,Penn Miller Grp,1989,1990,2,347,24,120,2389,1507,882,0,1540
1252,Penn Miller Grp,1989,1991,3,290,85,62,2389,1507,882,0,1540
1252,Penn Miller Grp,1989,1992,4,255,91,22,2389,1507,882,0,1540
1252,Penn Miller Grp,1989,1993,5,243,102,28,2389,1507,882,0,1540
1252,Penn Miller Grp,1989,1994,6,225,106,1,2389,1507,882,0,1540
1252,Penn Miller Grp,1989,1995,7,141,124,0,2389,1507,882,0,1540
1252,Penn Miller Grp,1989,1996,8,128,128,0,2389,1507,882,0,1540
1252,Penn Miller Grp,1989,1997,9,128,128,0,2389,1507,882,0,1540
1252,Penn Miller Grp,1989,1998,10,128,128,0,2389,1507,882,0,1540
1252,Penn Miller Grp,1990,1990,1,271,14,124,1943,1192,750,0,1540
1252,Penn Miller Grp,1990,1991,2,342,49,63,1943,1192,750,0,1540
1252,Penn Miller Grp,1990,1992,3,284,102,80,1943,1192,750,0,1540
1252,Penn Miller Grp,1990,1993,4,197,124,21,1943,1192,750,0,1540
1252,Penn Miller Grp,1990,1994,5,191,142,0,1943,1192,750,0,1540
1252,Penn Miller Grp,1990,1995,6,191,175,0,1943,1192,750,0,1540
1252,Penn Miller Grp,1990,1996,7,195,191,0,1943,1192,750,0,1540
1252,Penn Miller Grp,1990,1997,8,192,192,0,1943,1192,750,0,1540
1252,Penn Miller Grp,1990,1998,9,192,192,0,1943,1192,750,0,1540
1252,Penn Miller Grp,1990,1999,10,190,190,0,1943,1192,750,0,1540
1252,Penn Miller Grp,1991,1991,1,337,47,66,1669,948,721,0,1540
1252,Penn Miller Grp,1991,1992,2,260,125,79,1669,948,721,0,1540
1252,Penn Miller Grp,1991,1993,3,401,158,81,1669,948,721,0,1540
1252,Penn Miller Grp,1991,1994,4,268,204,0,1669,948,721,0,1540
1252,Penn Miller Grp,1991,1995,5,304,258,0,1669,948,721,0,1540
1252,Penn Miller Grp,1991,1996,6,425,260,2,1669,948,721,0,1540
1252,Penn Miller Grp,1991,1997,7,418,318,3,1669,948,721,0,1540
1252,Penn Miller Grp,1991,1998,8,355,339,0,1669,948,721,0,1540
1252,Penn Miller Grp,1991,1999,9,353,353,0,1669,948,721,0,1540
1252,Penn Miller Grp,1991,2000,10,353,353,0,1669,948,721,0,1540
1252,Penn Miller Grp,1992,1992,1,284,49,84,1503,766,737,0,1540
1252,Penn Miller Grp,1992,1993,2,388,212,81,1503,766,737,0,1540
1252,Penn Miller Grp,1992,1994,3,316,230,11,1503,766,737,0,1540
1252,Penn Miller Grp,1992,1995,4,313,283,0,1503,766,737,0,1540
1252,Penn Miller Grp,1992,1996,5,313,279,0,1503,766,737,0,1540
1252,Penn Miller Grp,1992,1997,6,312,290,0,1503,766,737,0,1540
1252,Penn Miller Grp,1992,1998,7,302,292,0,1503,766,737,0,1540
1252,Penn Miller Grp,1992,1999,8,292,292,0,1503,766,737,0,1540
1252,Penn Miller Grp,1992,2000,9,292,292,0,1503,766,737,0,1540
1252,Penn Miller Grp,1992,2001,10,292,292,0,1503,766,737,0,1540
1252,Penn Miller Grp,1993,1993,1,271,42,85,1561,719,842,0,1540
1252,Penn Miller Grp,1993,1994,2,313,144,73,1561,719,842,0,1540
1252,Penn Miller Grp,1993,1995,3,453,231,11,1561,719,842,0,1540
1252,Penn Miller Grp,1993,1996,4,338,332,0,1561,719,842,0,1540
1252,Penn Miller Grp,1993,1997,5,343,333,0,1561,719,842,0,1540
1252,Penn Miller Grp,1993,1998,6,336,334,0,1561,719,842,0,1540
1252,Penn Miller Grp,1993,1999,7,338,338,0,1561,719,842,0,1540
1252,Penn Miller Grp,1993,2000,8,338,338,0,1561,719,842,0,1540
1252,Penn Miller Grp,1993,2001,9,338,338,0,1561,719,842,0,1540
1252,Penn Miller Grp,1993,2002,10,338,338,0,1561,719,842,0,1540
1252,Penn Miller Grp,1994,1994,1,546,51,152,1136,223,913,0,1540
1252,Penn Miller Grp,1994,1995,2,502,121,107,1136,223,913,0,1540
1252,Penn Miller Grp,1994,1996,3,448,271,110,1136,223,913,0,1540
1252,Penn Miller Grp,1994,1997,4,380,272,1,1136,223,913,0,1540
1252,Penn Miller Grp,1994,1998,5,343,343,0,1136,223,913,0,1540
1252,Penn Miller Grp,1994,1999,6,343,343,0,1136,223,913,0,1540
1252,Penn Miller Grp,1994,2000,7,343,343,0,1136,223,913,0,1540
1252,Penn Miller Grp,1994,2001,8,343,343,0,1136,223,913,0,1540
1252,Penn Miller Grp,1994,2002,9,343,343,0,1136,223,913,0,1540
1252,Penn Miller Grp,1994,2003,10,343,343,0,1136,223,913,0,1540
1252,Penn Miller Grp,1995,1995,1,372,24,140,1200,246,954,0,1540
1252,Penn Miller Grp,1995,1996,2,386,135,77,1200,246,954,0,1540
1252,Penn Miller Grp,1995,1997,3,395,179,166,1200,246,954,0,1540
1252,Penn Miller Grp,1995,1998,4,231,183,1,1200,246,954,0,1540
1252,Penn Miller Grp,1995,1999,5,371,202,0,1200,246,954,0,1540
1252,Penn Miller Grp,1995,2000,6,367,367,0,1200,246,954,0,1540
1252,Penn Miller Grp,1995,2001,7,367,367,0,1200,246,954,0,1540
1252,Penn Miller Grp,1995,2002,8,367,367,0,1200,246,954,0,1540
1252,Penn Miller Grp,1995,2003,9,367,367,0,1200,246,954,0,1540
1252,Penn Miller Grp,1995,2004,10,367,367,0,1200,246,954,0,1540
1252,Penn Miller Grp,1996,1996,1,462,54,192,1190,178,1012,0,1540
1252,Penn Miller Grp,1996,1997,2,533,123,130,1190,178,1012,0,1540
1252,Penn Miller Grp,1996,1998,3,509,137,101,1190,178,1012,0,1540
1252,Penn Miller Grp,1996,1999,4,446,155,31,1190,178,1012,0,1540
1252,Penn Miller Grp,1996,2000,5,431,167,21,1190,178,1012,0,1540
1252,Penn Miller Grp,1996,2001,6,416,207,0,1190,178,1012,0,1540
1252,Penn Miller Grp,1996,2002,7,376,374,-1,1190,178,1012,0,1540
1252,Penn Miller Grp,1996,2003,8,374,374,0,1190,178,1012,0,1540
1252,Penn Miller Grp,1996,2004,9,374,374,0,1190,178,1012,0,1540
1252,Penn Miller Grp,1996,2005,10,374,374,0,1190,178,1012,0,1540
1252,Penn Miller Grp,1997,1997,1,482,45,162,1147,191,957,0,1540
1252,Penn Miller Grp,1997,1998,2,406,216,141,1147,191,957,0,1540
1252,Penn Miller Grp,1997,1999,3,382,236,125,1147,191,957,0,1540
1252,Penn Miller Grp,1997,2000,4,290,260,30,1147,191,957,0,1540
1252,Penn Miller Grp,1997,2001,5,271,260,11,1147,191,957,0,1540
1252,Penn Miller Grp,1997,2002,6,269,262,7,1147,191,957,0,1540
1252,Penn Miller Grp,1997,2003,7,262,262,0,1147,191,957,0,1540
1252,Penn Miller Grp,1997,2004,8,262,262,0,1147,191,957,0,1540
1252,Penn Miller Grp,1997,2005,9,262,262,0,1147,191,957,0,1540
1252,Penn Miller Grp,1997,2006,10,262,262,0,1147,191,957,0,1540
1279,American Modern Ins Grp Inc,1988,1988,1,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1988,1989,2,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1988,1990,3,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1988,1991,4,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1988,1992,5,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1988,1993,6,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1988,1994,7,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1988,1995,8,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1988,1996,9,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1988,1997,10,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1989,1989,1,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1989,1990,2,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1989,1991,3,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1989,1992,4,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1989,1993,5,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1989,1994,6,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1989,1995,7,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1989,1996,8,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1989,1997,9,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1989,1998,10,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1990,1990,1,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1990,1991,2,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1990,1992,3,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1990,1993,4,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1990,1994,5,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1990,1995,6,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1990,1996,7,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1990,1997,8,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1990,1998,9,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1990,1999,10,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1991,1991,1,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1991,1992,2,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1991,1993,3,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1991,1994,4,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1991,1995,5,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1991,1996,6,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1991,1997,7,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1991,1998,8,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1991,1999,9,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1991,2000,10,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1992,1992,1,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1992,1993,2,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1992,1994,3,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1992,1995,4,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1992,1996,5,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1992,1997,6,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1992,1998,7,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1992,1999,8,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1992,2000,9,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1992,2001,10,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1993,1993,1,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1993,1994,2,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1993,1995,3,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1993,1996,4,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1993,1997,5,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1993,1998,6,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1993,1999,7,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1993,2000,8,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1993,2001,9,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1993,2002,10,0,0,0,42,0,42,0,0
1279,American Modern Ins Grp Inc,1994,1994,1,0,0,0,43,0,43,0,0
1279,American Modern Ins Grp Inc,1994,1995,2,0,0,0,43,0,43,0,0
1279,American Modern Ins Grp Inc,1994,1996,3,0,0,0,43,0,43,0,0
1279,American Modern Ins Grp Inc,1994,1997,4,0,0,0,43,0,43,0,0
1279,American Modern Ins Grp Inc,1994,1998,5,0,0,0,43,0,43,0,0
1279,American Modern Ins Grp Inc,1994,1999,6,0,0,0,43,0,43,0,0
1279,American Modern Ins Grp Inc,1994,2000,7,0,0,0,43,0,43,0,0
1279,American Modern Ins Grp Inc,1994,2001,8,0,0,0,43,0,43,0,0
1279,American Modern Ins Grp Inc,1994,2002,9,0,0,0,43,0,43,0,0
1279,American Modern Ins Grp Inc,1994,2003,10,0,0,0,43,0,43,0,0
1279,American Modern Ins Grp Inc,1995,1995,1,0,0,0,8,0,8,0,0
1279,American Modern Ins Grp Inc,1995,1996,2,0,0,0,8,0,8,0,0
1279,American Modern Ins Grp Inc,1995,1997,3,0,0,0,8,0,8,0,0
1279,American Modern Ins Grp Inc,1995,1998,4,0,0,0,8,0,8,0,0
1279,American Modern Ins Grp Inc,1995,1999,5,0,0,0,8,0,8,0,0
1279,American Modern Ins Grp Inc,1995,2000,6,0,0,0,8,0,8,0,0
1279,American Modern Ins Grp Inc,1995,2001,7,0,0,0,8,0,8,0,0
1279,American Modern Ins Grp Inc,1995,2002,8,0,0,0,8,0,8,0,0
1279,American Modern Ins Grp Inc,1995,2003,9,0,0,0,8,0,8,0,0
1279,American Modern Ins Grp Inc,1995,2004,10,0,0,0,8,0,8,0,0
1279,American Modern Ins Grp Inc,1996,1996,1,0,0,0,5,0,5,0,0
1279,American Modern Ins Grp Inc,1996,1997,2,0,0,0,5,0,5,0,0
1279,American Modern Ins Grp Inc,1996,1998,3,0,0,0,5,0,5,0,0
1279,American Modern Ins Grp Inc,1996,1999,4,0,0,0,5,0,5,0,0
1279,American Modern Ins Grp Inc,1996,2000,5,0,0,0,5,0,5,0,0
1279,American Modern Ins Grp Inc,1996,2001,6,0,0,0,5,0,5,0,0
1279,American Modern Ins Grp Inc,1996,2002,7,0,0,0,5,0,5,0,0
1279,American Modern Ins Grp Inc,1996,2003,8,0,0,0,5,0,5,0,0
1279,American Modern Ins Grp Inc,1996,2004,9,0,0,0,5,0,5,0,0
1279,American Modern Ins Grp Inc,1996,2005,10,0,0,0,5,0,5,0,0
1279,American Modern Ins Grp Inc,1997,1997,1,0,0,0,0,0,0,0,0
1279,American Modern Ins Grp Inc,1997,1998,2,0,0,0,0,0,0,0,0
1279,American Modern Ins Grp Inc,1997,1999,3,0,0,0,0,0,0,0,0
1279,American Modern Ins Grp Inc,1997,2000,4,0,0,0,0,0,0,0,0
1279,American Modern Ins Grp Inc,1997,2001,5,0,0,0,0,0,0,0,0
1279,American Modern Ins Grp Inc,1997,2002,6,0,0,0,0,0,0,0,0
1279,American Modern Ins Grp Inc,1997,2003,7,0,0,0,0,0,0,0,0
1279,American Modern Ins Grp Inc,1997,2004,8,0,0,0,0,0,0,0,0
1279,American Modern Ins Grp Inc,1997,2005,9,0,0,0,0,0,0,0,0
1279,American Modern Ins Grp Inc,1997,2006,10,0,0,0,0,0,0,0,0
1538,Farmers Automobile Grp,1988,1988,1,317,86,113,1766,60,1707,0,1498
1538,Farmers Automobile Grp,1988,1989,2,207,112,0,1766,60,1707,0,1498
1538,Farmers Automobile Grp,1988,1990,3,343,167,0,1766,60,1707,0,1498
1538,Farmers Automobile Grp,1988,1991,4,325,262,0,1766,60,1707,0,1498
1538,Farmers Automobile Grp,1988,1992,5,338,281,0,1766,60,1707,0,1498
1538,Farmers Automobile Grp,1988,1993,6,359,304,0,1766,60,1707,0,1498
1538,Farmers Automobile Grp,1988,1994,7,330,311,0,1766,60,1707,0,1498
1538,Farmers Automobile Grp,1988,1995,8,330,318,0,1766,60,1707,0,1498
1538,Farmers Automobile Grp,1988,1996,9,331,319,0,1766,60,1707,0,1498
1538,Farmers Automobile Grp,1988,1997,10,334,321,0,1766,60,1707,0,1498
1538,Farmers Automobile Grp,1989,1989,1,254,14,136,961,30,931,0,1498
1538,Farmers Automobile Grp,1989,1990,2,18,18,0,961,30,931,0,1498
1538,Farmers Automobile Grp,1989,1991,3,353,25,188,961,30,931,0,1498
1538,Farmers Automobile Grp,1989,1992,4,48,33,0,961,30,931,0,1498
1538,Farmers Automobile Grp,1989,1993,5,210,35,0,961,30,931,0,1498
1538,Farmers Automobile Grp,1989,1994,6,166,110,0,961,30,931,0,1498
1538,Farmers Automobile Grp,1989,1995,7,140,139,0,961,30,931,0,1498
1538,Farmers Automobile Grp,1989,1996,8,140,140,0,961,30,931,0,1498
1538,Farmers Automobile Grp,1989,1997,9,140,140,0,961,30,931,0,1498
1538,Farmers Automobile Grp,1989,1998,10,140,140,0,961,30,931,0,1498
1538,Farmers Automobile Grp,1990,1990,1,527,28,182,999,77,921,0,1498
1538,Farmers Automobile Grp,1990,1991,2,353,142,38,999,77,921,0,1498
1538,Farmers Automobile Grp,1990,1992,3,336,190,0,999,77,921,0,1498
1538,Farmers Automobile Grp,1990,1993,4,298,229,0,999,77,921,0,1498
1538,Farmers Automobile Grp,1990,1994,5,292,234,0,999,77,921,0,1498
1538,Farmers Automobile Grp,1990,1995,6,277,265,0,999,77,921,0,1498
1538,Farmers Automobile Grp,1990,1996,7,284,272,0,999,77,921,0,1498
1538,Farmers Automobile Grp,1990,1997,8,299,274,0,999,77,921,0,1498
1538,Farmers Automobile Grp,1990,1998,9,288,288,0,999,77,921,0,1498
1538,Farmers Automobile Grp,1990,1999,10,288,288,0,999,77,921,0,1498
1538,Farmers Automobile Grp,1991,1991,1,443,19,402,958,78,880,0,1498
1538,Farmers Automobile Grp,1991,1992,2,320,61,152,958,78,880,0,1498
1538,Farmers Automobile Grp,1991,1993,3,242,72,0,958,78,880,0,1498
1538,Farmers Automobile Grp,1991,1994,4,181,106,0,958,78,880,0,1498
1538,Farmers Automobile Grp,1991,1995,5,191,116,0,958,78,880,0,1498
1538,Farmers Automobile Grp,1991,1996,6,222,119,0,958,78,880,0,1498
1538,Farmers Automobile Grp,1991,1997,7,222,119,0,958,78,880,0,1498
1538,Farmers Automobile Grp,1991,1998,8,180,180,0,958,78,880,0,1498
1538,Farmers Automobile Grp,1991,1999,9,185,185,0,958,78,880,0,1498
1538,Farmers Automobile Grp,1991,2000,10,185,185,0,958,78,880,0,1498
1538,Farmers Automobile Grp,1992,1992,1,601,15,521,689,76,613,0,1498
1538,Farmers Automobile Grp,1992,1993,2,168,59,0,689,76,613,0,1498
1538,Farmers Automobile Grp,1992,1994,3,145,73,0,689,76,613,0,1498
1538,Farmers Automobile Grp,1992,1995,4,111,85,0,689,76,613,0,1498
1538,Farmers Automobile Grp,1992,1996,5,99,95,0,689,76,613,0,1498
1538,Farmers Automobile Grp,1992,1997,6,108,108,0,689,76,613,0,1498
1538,Farmers Automobile Grp,1992,1998,7,108,108,0,689,76,613,0,1498
1538,Farmers Automobile Grp,1992,1999,8,108,108,0,689,76,613,0,1498
1538,Farmers Automobile Grp,1992,2000,9,108,108,0,689,76,613,0,1498
1538,Farmers Automobile Grp,1992,2001,10,108,108,0,689,76,613,0,1498
1538,Farmers Automobile Grp,1993,1993,1,697,47,617,681,75,606,0,1498
1538,Farmers Automobile Grp,1993,1994,2,140,61,0,681,75,606,0,1498
1538,Farmers Automobile Grp,1993,1995,3,137,78,0,681,75,606,0,1498
1538,Farmers Automobile Grp,1993,1996,4,94,78,0,681,75,606,0,1498
1538,Farmers Automobile Grp,1993,1997,5,86,78,0,681,75,606,0,1498
1538,Farmers Automobile Grp,1993,1998,6,108,87,0,681,75,606,0,1498
1538,Farmers Automobile Grp,1993,1999,7,105,92,0,681,75,606,0,1498
1538,Farmers Automobile Grp,1993,2000,8,103,92,0,681,75,606,0,1498
1538,Farmers Automobile Grp,1993,2001,9,114,114,0,681,75,606,0,1498
1538,Farmers Automobile Grp,1993,2002,10,114,660,0,681,75,606,0,1498
1538,Farmers Automobile Grp,1994,1994,1,842,36,523,689,63,627,0,1498
1538,Farmers Automobile Grp,1994,1995,2,186,63,0,689,63,627,0,1498
1538,Farmers Automobile Grp,1994,1996,3,156,92,0,689,63,627,0,1498
1538,Farmers Automobile Grp,1994,1997,4,220,209,0,689,63,627,0,1498
1538,Farmers Automobile Grp,1994,1998,5,230,222,0,689,63,627,0,1498
1538,Farmers Automobile Grp,1994,1999,6,231,222,0,689,63,627,0,1498
1538,Farmers Automobile Grp,1994,2000,7,231,223,0,689,63,627,0,1498
1538,Farmers Automobile Grp,1994,2001,8,228,228,0,689,63,627,0,1498
1538,Farmers Automobile Grp,1994,2002,9,229,229,0,689,63,627,0,1498
1538,Farmers Automobile Grp,1994,2003,10,229,229,0,689,63,627,0,1498
1538,Farmers Automobile Grp,1995,1995,1,567,39,455,702,52,650,0,1498
1538,Farmers Automobile Grp,1995,1996,2,150,57,0,702,52,650,0,1498
1538,Farmers Automobile Grp,1995,1997,3,141,70,0,702,52,650,0,1498
1538,Farmers Automobile Grp,1995,1998,4,81,73,0,702,52,650,0,1498
1538,Farmers Automobile Grp,1995,1999,5,81,79,0,702,52,650,0,1498
1538,Farmers Automobile Grp,1995,2000,6,89,87,0,702,52,650,0,1498
1538,Farmers Automobile Grp,1995,2001,7,98,96,0,702,52,650,0,1498
1538,Farmers Automobile Grp,1995,2002,8,96,96,0,702,52,650,0,1498
1538,Farmers Automobile Grp,1995,2003,9,96,96,0,702,52,650,0,1498
1538,Farmers Automobile Grp,1995,2004,10,96,96,0,702,52,650,0,1498
1538,Farmers Automobile Grp,1996,1996,1,910,34,333,640,24,615,0,1498
1538,Farmers Automobile Grp,1996,1997,2,644,43,0,640,24,615,0,1498
1538,Farmers Automobile Grp,1996,1998,3,640,72,0,640,24,615,0,1498
1538,Farmers Automobile Grp,1996,1999,4,1200,109,0,640,24,615,0,1498
1538,Farmers Automobile Grp,1996,2000,5,1147,138,0,640,24,615,0,1498
1538,Farmers Automobile Grp,1996,2001,6,1014,430,0,640,24,615,0,1498
1538,Farmers Automobile Grp,1996,2002,7,1073,450,0,640,24,615,0,1498
1538,Farmers Automobile Grp,1996,2003,8,1115,464,0,640,24,615,0,1498
1538,Farmers Automobile Grp,1996,2004,9,1113,468,0,640,24,615,0,1498
1538,Farmers Automobile Grp,1996,2005,10,837,837,0,640,24,615,0,1498
1538,Farmers Automobile Grp,1997,1997,1,611,36,252,593,19,574,0,1498
1538,Farmers Automobile Grp,1997,1998,2,113,52,0,593,19,574,0,1498
1538,Farmers Automobile Grp,1997,1999,3,300,93,0,593,19,574,0,1498
1538,Farmers Automobile Grp,1997,2000,4,115,100,0,593,19,574,0,1498
1538,Farmers Automobile Grp,1997,2001,5,168,131,0,593,19,574,0,1498
1538,Farmers Automobile Grp,1997,2002,6,161,161,0,593,19,574,0,1498
1538,Farmers Automobile Grp,1997,2003,7,161,161,0,593,19,574,0,1498
1538,Farmers Automobile Grp,1997,2004,8,161,161,0,593,19,574,0,1498
1538,Farmers Automobile Grp,1997,2005,9,161,161,0,593,19,574,0,1498
1538,Farmers Automobile Grp,1997,2006,10,161,161,0,593,19,574,0,1498
1767,State Farm Mut Grp,1988,1988,1,2363,286,1667,11858,130,11728,0,1942
1767,State Farm Mut Grp,1988,1989,2,2292,547,1555,11858,130,11728,0,1942
1767,State Farm Mut Grp,1988,1990,3,2332,751,1451,11858,130,11728,0,1942
1767,State Farm Mut Grp,1988,1991,4,1701,887,699,11858,130,11728,0,1942
1767,State Farm Mut Grp,1988,1992,5,1927,1324,548,11858,130,11728,0,1942
