GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_D,CumPaidLoss_D,BulkLoss_D,EarnedPremDIR_D,EarnedPremCeded_D,EarnedPremNet_D,Single,PostedReserve97_D
2712,Pennsylvania Natl Ins Grp,1992,2001,10,60131,55369,2219,83503,5116,78387,0,177791
2712,Pennsylvania Natl Ins Grp,1993,1993,1,76595,14694,39288,106964,6259,100705,0,177791
2712,Pennsylvania Natl Ins Grp,1993,1994,2,78914,34544,24611,106964,6259,100705,0,177791
2712,Pennsylvania Natl Ins Grp,1993,1995,3,73093,43597,11717,106964,6259,100705,0,177791
2712,Pennsylvania Natl Ins Grp,1993,1996,4,68930,51117,4568,106964,6259,100705,0,177791
2712,Pennsylvania Natl Ins Grp,1993,1997,5,66688,54574,4605,106964,6259,100705,0,177791
2712,Pennsylvania Natl Ins Grp,1993,1998,6,67158,57078,4625,106964,6259,100705,0,177791
2712,Pennsylvania Natl Ins Grp,1993,1999,7,67264,59127,4226,106964,6259,100705,0,177791
2712,Pennsylvania Natl Ins Grp,1993,2000,8,66511,60158,3256,106964,6259,100705,0,177791
2712,Pennsylvania Natl Ins Grp,1993,2001,9,66401,60975,2788,106964,6259,100705,0,177791
2712,Pennsylvania Natl Ins Grp,1993,2002,10,65901,61376,2155,106964,6259,100705,0,177791
2712,Pennsylvania Natl Ins Grp,1994,1994,1,89318,16503,42913,130817,7266,123551,0,177791
2712,Pennsylvania Natl Ins Grp,1994,1995,2,92335,37978,25417,130817,7266,123551,0,177791
2712,Pennsylvania Natl Ins Grp,1994,1996,3,88250,50952,13129,130817,7266,123551,0,177791
2712,Pennsylvania Natl Ins Grp,1994,1997,4,81838,59737,6253,130817,7266,123551,0,177791
2712,Pennsylvania Natl Ins Grp,1994,1998,5,81408,64699,5984,130817,7266,123551,0,177791
2712,Pennsylvania Natl Ins Grp,1994,1999,6,80107,67110,5476,130817,7266,123551,0,177791
2712,Pennsylvania Natl Ins Grp,1994,2000,7,78031,68773,3859,130817,7266,123551,0,177791
2712,Pennsylvania Natl Ins Grp,1994,2001,8,78487,69976,3106,130817,7266,123551,0,177791
2712,Pennsylvania Natl Ins Grp,1994,2002,9,78225,71341,2538,130817,7266,123551,0,177791
2712,Pennsylvania Natl Ins Grp,1994,2003,10,78315,72379,2237,130817,7266,123551,0,177791
2712,Pennsylvania Natl Ins Grp,1995,1995,1,87657,14906,44767,129082,6825,122257,0,177791
2712,Pennsylvania Natl Ins Grp,1995,1996,2,87195,33810,30323,129082,6825,122257,0,177791
2712,Pennsylvania Natl Ins Grp,1995,1997,3,79245,43875,20476,129082,6825,122257,0,177791
2712,Pennsylvania Natl Ins Grp,1995,1998,4,66302,50526,7251,129082,6825,122257,0,177791
2712,Pennsylvania Natl Ins Grp,1995,1999,5,64879,53385,5024,129082,6825,122257,0,177791
2712,Pennsylvania Natl Ins Grp,1995,2000,6,63096,55389,3575,129082,6825,122257,0,177791
2712,Pennsylvania Natl Ins Grp,1995,2001,7,62913,56883,2984,129082,6825,122257,0,177791
2712,Pennsylvania Natl Ins Grp,1995,2002,8,62924,57488,2428,129082,6825,122257,0,177791
2712,Pennsylvania Natl Ins Grp,1995,2003,9,63728,58461,2061,129082,6825,122257,0,177791
2712,Pennsylvania Natl Ins Grp,1995,2004,10,63908,59248,2005,129082,6825,122257,0,177791
2712,Pennsylvania Natl Ins Grp,1996,1996,1,67185,11852,33704,104898,12178,92720,0,177791
2712,Pennsylvania Natl Ins Grp,1996,1997,2,59524,26711,18732,104898,12178,92720,0,177791
2712,Pennsylvania Natl Ins Grp,1996,1998,3,56563,34283,13794,104898,12178,92720,0,177791
2712,Pennsylvania Natl Ins Grp,1996,1999,4,49894,38084,6005,104898,12178,92720,0,177791
2712,Pennsylvania Natl Ins Grp,1996,2000,5,47985,40475,3466,104898,12178,92720,0,177791
2712,Pennsylvania Natl Ins Grp,1996,2001,6,47749,42270,2961,104898,12178,92720,0,177791
2712,Pennsylvania Natl Ins Grp,1996,2002,7,47710,43291,2128,104898,12178,92720,0,177791
2712,Pennsylvania Natl Ins Grp,1996,2003,8,48060,43916,1892,104898,12178,92720,0,177791
2712,Pennsylvania Natl Ins Grp,1996,2004,9,49193,44599,1818,104898,12178,92720,0,177791
2712,Pennsylvania Natl Ins Grp,1996,2005,10,49274,45009,1590,104898,12178,92720,0,177791
2712,Pennsylvania Natl Ins Grp,1997,1997,1,54653,11668,26035,83254,11100,72154,0,177791
2712,Pennsylvania Natl Ins Grp,1997,1998,2,49435,26198,11731,83254,11100,72154,0,177791
2712,Pennsylvania Natl Ins Grp,1997,1999,3,48411,33673,6669,83254,11100,72154,0,177791
2712,Pennsylvania Natl Ins Grp,1997,2000,4,48155,39083,3852,83254,11100,72154,0,177791
2712,Pennsylvania Natl Ins Grp,1997,2001,5,47796,41229,2964,83254,11100,72154,0,177791
2712,Pennsylvania Natl Ins Grp,1997,2002,6,48974,42764,2105,83254,11100,72154,0,177791
2712,Pennsylvania Natl Ins Grp,1997,2003,7,49488,44130,1777,83254,11100,72154,0,177791
2712,Pennsylvania Natl Ins Grp,1997,2004,8,50303,44917,1717,83254,11100,72154,0,177791
2712,Pennsylvania Natl Ins Grp,1997,2005,9,51602,45462,1560,83254,11100,72154,0,177791
2712,Pennsylvania Natl Ins Grp,1997,2006,10,52213,46201,1473,83254,11100,72154,0,177791
3000,Horace Mann Grp,1988,1988,1,6,0,6,7,0,7,0,122
3000,Horace Mann Grp,1988,1989,2,7,0,7,7,0,7,0,122
3000,Horace Mann Grp,1988,1990,3,6,0,6,7,0,7,0,122
3000,Horace Mann Grp,1988,1991,4,6,0,6,7,0,7,0,122
3000,Horace Mann Grp,1988,1992,5,34,0,34,7,0,7,0,122
3000,Horace Mann Grp,1988,1993,6,0,0,0,7,0,7,0,122
3000,Horace Mann Grp,1988,1994,7,0,0,0,7,0,7,0,122
3000,Horace Mann Grp,1988,1995,8,4,0,4,7,0,7,0,122
3000,Horace Mann Grp,1988,1996,9,4,0,4,7,0,7,0,122
3000,Horace Mann Grp,1988,1997,10,4,0,4,7,0,7,0,122
3000,Horace Mann Grp,1989,1989,1,9,0,9,8,0,8,0,122
3000,Horace Mann Grp,1989,1990,2,9,0,9,8,0,8,0,122
3000,Horace Mann Grp,1989,1991,3,8,0,8,8,0,8,0,122
3000,Horace Mann Grp,1989,1992,4,8,0,8,8,0,8,0,122
3000,Horace Mann Grp,1989,1993,5,42,0,42,8,0,8,0,122
3000,Horace Mann Grp,1989,1994,6,0,0,0,8,0,8,0,122
3000,Horace Mann Grp,1989,1995,7,4,0,4,8,0,8,0,122
3000,Horace Mann Grp,1989,1996,8,4,0,4,8,0,8,0,122
3000,Horace Mann Grp,1989,1997,9,4,0,4,8,0,8,0,122
3000,Horace Mann Grp,1989,1998,10,0,0,0,8,0,8,0,122
3000,Horace Mann Grp,1990,1990,1,11,0,11,11,0,11,0,122
3000,Horace Mann Grp,1990,1991,2,10,0,10,11,0,11,0,122
3000,Horace Mann Grp,1990,1992,3,11,0,11,11,0,11,0,122
3000,Horace Mann Grp,1990,1993,4,10,0,10,11,0,11,0,122
3000,Horace Mann Grp,1990,1994,5,52,0,52,11,0,11,0,122
3000,Horace Mann Grp,1990,1995,6,4,0,4,11,0,11,0,122
3000,Horace Mann Grp,1990,1996,7,4,0,4,11,0,11,0,122
3000,Horace Mann Grp,1990,1997,8,4,0,4,11,0,11,0,122
3000,Horace Mann Grp,1990,1998,9,0,0,0,11,0,11,0,122
3000,Horace Mann Grp,1990,1999,10,0,0,0,11,0,11,0,122
3000,Horace Mann Grp,1991,1991,1,9,0,9,9,0,9,0,122
3000,Horace Mann Grp,1991,1992,2,9,0,9,9,0,9,0,122
3000,Horace Mann Grp,1991,1993,3,9,0,9,9,0,9,0,122
3000,Horace Mann Grp,1991,1994,4,9,0,9,9,0,9,0,122
3000,Horace Mann Grp,1991,1995,5,49,0,49,9,0,9,0,122
3000,Horace Mann Grp,1991,1996,6,49,0,49,9,0,9,0,122
3000,Horace Mann Grp,1991,1997,7,49,0,49,9,0,9,0,122
3000,Horace Mann Grp,1991,1998,8,0,0,0,9,0,9,0,122
3000,Horace Mann Grp,1991,1999,9,0,0,0,9,0,9,0,122
3000,Horace Mann Grp,1991,2000,10,0,0,0,9,0,9,0,122
3000,Horace Mann Grp,1992,1992,1,10,0,10,10,0,10,0,122
3000,Horace Mann Grp,1992,1993,2,10,0,10,10,0,10,0,122
3000,Horace Mann Grp,1992,1994,3,10,0,10,10,0,10,0,122
3000,Horace Mann Grp,1992,1995,4,9,0,9,10,0,10,0,122
3000,Horace Mann Grp,1992,1996,5,9,0,9,10,0,10,0,122
3000,Horace Mann Grp,1992,1997,6,9,0,9,10,0,10,0,122
3000,Horace Mann Grp,1992,1998,7,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1992,1999,8,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1992,2000,9,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1992,2001,10,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1993,1993,1,10,0,10,10,0,10,0,122
3000,Horace Mann Grp,1993,1994,2,10,0,10,10,0,10,0,122
3000,Horace Mann Grp,1993,1995,3,10,0,10,10,0,10,0,122
3000,Horace Mann Grp,1993,1996,4,9,0,9,10,0,10,0,122
3000,Horace Mann Grp,1993,1997,5,10,0,10,10,0,10,0,122
3000,Horace Mann Grp,1993,1998,6,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1993,1999,7,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1993,2000,8,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1993,2001,9,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1993,2002,10,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1994,1994,1,11,0,11,11,0,11,0,122
3000,Horace Mann Grp,1994,1995,2,11,0,11,11,0,11,0,122
3000,Horace Mann Grp,1994,1996,3,11,0,11,11,0,11,0,122
3000,Horace Mann Grp,1994,1997,4,10,0,10,11,0,11,0,122
3000,Horace Mann Grp,1994,1998,5,0,0,0,11,0,11,0,122
3000,Horace Mann Grp,1994,1999,6,0,0,0,11,0,11,0,122
3000,Horace Mann Grp,1994,2000,7,0,0,0,11,0,11,0,122
3000,Horace Mann Grp,1994,2001,8,0,0,0,11,0,11,0,122
3000,Horace Mann Grp,1994,2002,9,0,0,0,11,0,11,0,122
3000,Horace Mann Grp,1994,2003,10,0,0,0,11,0,11,0,122
3000,Horace Mann Grp,1995,1995,1,10,0,10,10,0,10,0,122
3000,Horace Mann Grp,1995,1996,2,10,0,10,10,0,10,0,122
3000,Horace Mann Grp,1995,1997,3,10,0,10,10,0,10,0,122
3000,Horace Mann Grp,1995,1998,4,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1995,1999,5,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1995,2000,6,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1995,2001,7,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1995,2002,8,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1995,2003,9,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1995,2004,10,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1996,1996,1,9,0,9,9,0,9,0,122
3000,Horace Mann Grp,1996,1997,2,9,0,9,9,0,9,0,122
3000,Horace Mann Grp,1996,1998,3,7,0,7,9,0,9,0,122
3000,Horace Mann Grp,1996,1999,4,0,0,0,9,0,9,0,122
3000,Horace Mann Grp,1996,2000,5,0,0,0,9,0,9,0,122
3000,Horace Mann Grp,1996,2001,6,0,0,0,9,0,9,0,122
3000,Horace Mann Grp,1996,2002,7,0,0,0,9,0,9,0,122
3000,Horace Mann Grp,1996,2003,8,0,0,0,9,0,9,0,122
3000,Horace Mann Grp,1996,2004,9,0,0,0,9,0,9,0,122
3000,Horace Mann Grp,1996,2005,10,0,0,0,9,0,9,0,122
3000,Horace Mann Grp,1997,1997,1,10,0,10,10,0,10,0,122
3000,Horace Mann Grp,1997,1998,2,10,0,10,10,0,10,0,122
3000,Horace Mann Grp,1997,1999,3,9,0,9,10,0,10,0,122
3000,Horace Mann Grp,1997,2000,4,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1997,2001,5,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1997,2002,6,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1997,2003,7,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1997,2004,8,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1997,2005,9,0,0,0,10,0,10,0,122
3000,Horace Mann Grp,1997,2006,10,0,0,0,10,0,10,0,122
3034,Preferred Risk Mut Grp,1988,1988,1,6240,1592,2133,11145,354,10791,0,53025
3034,Preferred Risk Mut Grp,1988,1989,2,5773,3801,0,11145,354,10791,0,53025
3034,Preferred Risk Mut Grp,1988,1990,3,6634,4884,347,11145,354,10791,0,53025
3034,Preferred Risk Mut Grp,1988,1991,4,7502,5656,665,11145,354,10791,0,53025
3034,Preferred Risk Mut Grp,1988,1992,5,6969,6264,0,11145,354,10791,0,53025
3034,Preferred Risk Mut Grp,1988,1993,6,7475,6627,0,11145,354,10791,0,53025
3034,Preferred Risk Mut Grp,1988,1994,7,7433,6813,0,11145,354,10791,0,53025
3034,Preferred Risk Mut Grp,1988,1995,8,7680,6952,0,11145,354,10791,0,53025
3034,Preferred Risk Mut Grp,1988,1996,9,7756,6967,0,11145,354,10791,0,53025
3034,Preferred Risk Mut Grp,1988,1997,10,7822,7137,0,11145,354,10791,0,53025
3034,Preferred Risk Mut Grp,1989,1989,1,6843,1828,2233,11986,197,11789,0,53025
3034,Preferred Risk Mut Grp,1989,1990,2,7665,4362,348,11986,197,11789,0,53025
3034,Preferred Risk Mut Grp,1989,1991,3,8931,6041,672,11986,197,11789,0,53025
3034,Preferred Risk Mut Grp,1989,1992,4,9537,7097,1058,11986,197,11789,0,53025
3034,Preferred Risk Mut Grp,1989,1993,5,8703,7600,0,11986,197,11789,0,53025
3034,Preferred Risk Mut Grp,1989,1994,6,8796,7982,0,11986,197,11789,0,53025
3034,Preferred Risk Mut Grp,1989,1995,7,9396,8195,0,11986,197,11789,0,53025
3034,Preferred Risk Mut Grp,1989,1996,8,9772,8471,0,11986,197,11789,0,53025
3034,Preferred Risk Mut Grp,1989,1997,9,9853,8655,0,11986,197,11789,0,53025
3034,Preferred Risk Mut Grp,1989,1998,10,9847,8756,0,11986,197,11789,0,53025
3034,Preferred Risk Mut Grp,1990,1990,1,8368,2322,2427,14864,249,14615,0,53025
3034,Preferred Risk Mut Grp,1990,1991,2,10172,5966,672,14864,249,14615,0,53025
3034,Preferred Risk Mut Grp,1990,1992,3,11789,8242,1064,14864,249,14615,0,53025
3034,Preferred Risk Mut Grp,1990,1993,4,12766,9508,1317,14864,249,14615,0,53025
3034,Preferred Risk Mut Grp,1990,1994,5,11050,10040,0,14864,249,14615,0,53025
3034,Preferred Risk Mut Grp,1990,1995,6,11606,10619,0,14864,249,14615,0,53025
3034,Preferred Risk Mut Grp,1990,1996,7,11556,10903,0,14864,249,14615,0,53025
3034,Preferred Risk Mut Grp,1990,1997,8,11177,10814,0,14864,249,14615,0,53025
3034,Preferred Risk Mut Grp,1990,1998,9,11094,10843,0,14864,249,14615,0,53025
3034,Preferred Risk Mut Grp,1990,1999,10,11014,10793,0,14864,249,14615,0,53025
3034,Preferred Risk Mut Grp,1991,1991,1,12599,2814,4675,20848,374,20474,0,53025
3034,Preferred Risk Mut Grp,1991,1992,2,13394,7826,1065,20848,374,20474,0,53025
3034,Preferred Risk Mut Grp,1991,1993,3,14777,10286,1320,20848,374,20474,0,53025
3034,Preferred Risk Mut Grp,1991,1994,4,14916,11466,1327,20848,374,20474,0,53025
3034,Preferred Risk Mut Grp,1991,1995,5,13867,12232,0,20848,374,20474,0,53025
3034,Preferred Risk Mut Grp,1991,1996,6,13933,12690,0,20848,374,20474,0,53025
3034,Preferred Risk Mut Grp,1991,1997,7,13968,12862,0,20848,374,20474,0,53025
3034,Preferred Risk Mut Grp,1991,1998,8,13947,13047,0,20848,374,20474,0,53025
3034,Preferred Risk Mut Grp,1991,1999,9,13954,13145,0,20848,374,20474,0,53025
3034,Preferred Risk Mut Grp,1991,2000,10,13946,13421,0,20848,374,20474,0,53025
3034,Preferred Risk Mut Grp,1992,1992,1,20398,4957,7428,30929,699,30230,0,53025
3034,Preferred Risk Mut Grp,1992,1993,2,20663,12929,1324,30929,699,30230,0,53025
3034,Preferred Risk Mut Grp,1992,1994,3,21234,15791,1329,30929,699,30230,0,53025
3034,Preferred Risk Mut Grp,1992,1995,4,22815,18009,835,30929,699,30230,0,53025
3034,Preferred Risk Mut Grp,1992,1996,5,21691,19191,0,30929,699,30230,0,53025
3034,Preferred Risk Mut Grp,1992,1997,6,21609,19755,0,30929,699,30230,0,53025
3034,Preferred Risk Mut Grp,1992,1998,7,21428,20002,0,30929,699,30230,0,53025
3034,Preferred Risk Mut Grp,1992,1999,8,21662,20233,0,30929,699,30230,0,53025
3034,Preferred Risk Mut Grp,1992,2000,9,22248,20578,0,30929,699,30230,0,53025
3034,Preferred Risk Mut Grp,1992,2001,10,22134,20810,0,30929,699,30230,0,53025
3034,Preferred Risk Mut Grp,1993,1993,1,23893,6036,9241,41585,1233,40352,0,53025
3034,Preferred Risk Mut Grp,1993,1994,2,19995,12382,1328,41585,1233,40352,0,53025
3034,Preferred Risk Mut Grp,1993,1995,3,21588,15767,837,41585,1233,40352,0,53025
3034,Preferred Risk Mut Grp,1993,1996,4,21876,18090,775,41585,1233,40352,0,53025
3034,Preferred Risk Mut Grp,1993,1997,5,20744,18886,0,41585,1233,40352,0,53025
3034,Preferred Risk Mut Grp,1993,1998,6,20339,19298,0,41585,1233,40352,0,53025
3034,Preferred Risk Mut Grp,1993,1999,7,20522,19714,0,41585,1233,40352,0,53025
3034,Preferred Risk Mut Grp,1993,2000,8,20488,19944,0,41585,1233,40352,0,53025
3034,Preferred Risk Mut Grp,1993,2001,9,20396,19951,0,41585,1233,40352,0,53025
3034,Preferred Risk Mut Grp,1993,2002,10,20661,20020,0,41585,1233,40352,0,53025
3034,Preferred Risk Mut Grp,1994,1994,1,22792,5617,9293,43941,2799,41142,0,53025
3034,Preferred Risk Mut Grp,1994,1995,2,22255,12627,837,43941,2799,41142,0,53025
3034,Preferred Risk Mut Grp,1994,1996,3,23035,16142,776,43941,2799,41142,0,53025
3034,Preferred Risk Mut Grp,1994,1997,4,23978,18255,799,43941,2799,41142,0,53025
3034,Preferred Risk Mut Grp,1994,1998,5,22824,19850,0,43941,2799,41142,0,53025
3034,Preferred Risk Mut Grp,1994,1999,6,22311,20434,0,43941,2799,41142,0,53025
3034,Preferred Risk Mut Grp,1994,2000,7,22529,20843,0,43941,2799,41142,0,53025
3034,Preferred Risk Mut Grp,1994,2001,8,22772,21373,0,43941,2799,41142,0,53025
3034,Preferred Risk Mut Grp,1994,2002,9,23141,21596,0,43941,2799,41142,0,53025
3034,Preferred Risk Mut Grp,1994,2003,10,24351,21755,533,43941,2799,41142,0,53025
3034,Preferred Risk Mut Grp,1995,1995,1,21418,5117,5852,41961,1971,39990,0,53025
3034,Preferred Risk Mut Grp,1995,1996,2,21018,11965,779,41961,1971,39990,0,53025
3034,Preferred Risk Mut Grp,1995,1997,3,25105,14486,5174,41961,1971,39990,0,53025
3034,Preferred Risk Mut Grp,1995,1998,4,19896,16409,670,41961,1971,39990,0,53025
3034,Preferred Risk Mut Grp,1995,1999,5,19154,17157,0,41961,1971,39990,0,53025
3034,Preferred Risk Mut Grp,1995,2000,6,19342,17634,0,41961,1971,39990,0,53025
3034,Preferred Risk Mut Grp,1995,2001,7,19137,18009,0,41961,1971,39990,0,53025
3034,Preferred Risk Mut Grp,1995,2002,8,19134,18291,0,41961,1971,39990,0,53025
3034,Preferred Risk Mut Grp,1995,2003,9,21111,18455,1625,41961,1971,39990,0,53025
3034,Preferred Risk Mut Grp,1995,2004,10,21312,18726,578,41961,1971,39990,0,53025
3034,Preferred Risk Mut Grp,1996,1996,1,19365,4254,5434,36631,2589,34042,0,53025
3034,Preferred Risk Mut Grp,1996,1997,2,21261,8711,7511,36631,2589,34042,0,53025
3034,Preferred Risk Mut Grp,1996,1998,3,20411,10943,6070,36631,2589,34042,0,53025
3034,Preferred Risk Mut Grp,1996,1999,4,14945,12210,595,36631,2589,34042,0,53025
3034,Preferred Risk Mut Grp,1996,2000,5,14750,12943,0,36631,2589,34042,0,53025
3034,Preferred Risk Mut Grp,1996,2001,6,14742,13829,0,36631,2589,34042,0,53025
3034,Preferred Risk Mut Grp,1996,2002,7,15298,14140,0,36631,2589,34042,0,53025
3034,Preferred Risk Mut Grp,1996,2003,8,16410,14419,-6,36631,2589,34042,0,53025
3034,Preferred Risk Mut Grp,1996,2004,9,16677,14655,-85,36631,2589,34042,0,53025
3034,Preferred Risk Mut Grp,1996,2005,10,16733,14843,-485,36631,2589,34042,0,53025
3034,Preferred Risk Mut Grp,1997,1997,1,17860,3827,6185,30470,2269,28201,0,53025
3034,Preferred Risk Mut Grp,1997,1998,2,18522,7660,6072,30470,2269,28201,0,53025
3034,Preferred Risk Mut Grp,1997,1999,3,17675,9444,4845,30470,2269,28201,0,53025
3034,Preferred Risk Mut Grp,1997,2000,4,13761,11041,470,30470,2269,28201,0,53025
3034,Preferred Risk Mut Grp,1997,2001,5,14493,11988,800,30470,2269,28201,0,53025
3034,Preferred Risk Mut Grp,1997,2002,6,14770,12425,0,30470,2269,28201,0,53025
3034,Preferred Risk Mut Grp,1997,2003,7,15136,13115,-203,30470,2269,28201,0,53025
3034,Preferred Risk Mut Grp,1997,2004,8,15210,13341,-393,30470,2269,28201,0,53025
3034,Preferred Risk Mut Grp,1997,2005,9,15272,13510,-45,30470,2269,28201,0,53025
3034,Preferred Risk Mut Grp,1997,2006,10,15277,13660,29,30470,2269,28201,0,53025
3240,NC Farm Bureau Ins Grp,1988,1988,1,4177,1146,533,6201,275,5926,0,13228
3240,NC Farm Bureau Ins Grp,1988,1989,2,3689,2819,0,6201,275,5926,0,13228
3240,NC Farm Bureau Ins Grp,1988,1990,3,3827,3204,0,6201,275,5926,0,13228
3240,NC Farm Bureau Ins Grp,1988,1991,4,3794,3327,0,6201,275,5926,0,13228
3240,NC Farm Bureau Ins Grp,1988,1992,5,3824,3617,0,6201,275,5926,0,13228
3240,NC Farm Bureau Ins Grp,1988,1993,6,3803,3580,0,6201,275,5926,0,13228
3240,NC Farm Bureau Ins Grp,1988,1994,7,3812,3617,0,6201,275,5926,0,13228
3240,NC Farm Bureau Ins Grp,1988,1995,8,3740,3623,0,6201,275,5926,0,13228
3240,NC Farm Bureau Ins Grp,1988,1996,9,3746,3630,0,6201,275,5926,0,13228
3240,NC Farm Bureau Ins Grp,1988,1997,10,3773,3681,0,6201,275,5926,0,13228
3240,NC Farm Bureau Ins Grp,1989,1989,1,3558,1101,469,6598,193,6405,0,13228
3240,NC Farm Bureau Ins Grp,1989,1990,2,3229,2285,0,6598,193,6405,0,13228
3240,NC Farm Bureau Ins Grp,1989,1991,3,3389,2549,0,6598,193,6405,0,13228
3240,NC Farm Bureau Ins Grp,1989,1992,4,3292,2697,0,6598,193,6405,0,13228
3240,NC Farm Bureau Ins Grp,1989,1993,5,3283,3071,0,6598,193,6405,0,13228
3240,NC Farm Bureau Ins Grp,1989,1994,6,3263,3102,0,6598,193,6405,0,13228
3240,NC Farm Bureau Ins Grp,1989,1995,7,3242,3182,0,6598,193,6405,0,13228
3240,NC Farm Bureau Ins Grp,1989,1996,8,3249,3246,0,6598,193,6405,0,13228
3240,NC Farm Bureau Ins Grp,1989,1997,9,3249,3246,0,6598,193,6405,0,13228
3240,NC Farm Bureau Ins Grp,1989,1998,10,3246,3246,0,6598,193,6405,0,13228
3240,NC Farm Bureau Ins Grp,1990,1990,1,5469,1497,497,6494,174,6320,0,13228
3240,NC Farm Bureau Ins Grp,1990,1991,2,5052,2997,0,6494,174,6320,0,13228
3240,NC Farm Bureau Ins Grp,1990,1992,3,4821,3650,0,6494,174,6320,0,13228
3240,NC Farm Bureau Ins Grp,1990,1993,4,4790,3950,0,6494,174,6320,0,13228
3240,NC Farm Bureau Ins Grp,1990,1994,5,4729,4120,0,6494,174,6320,0,13228
3240,NC Farm Bureau Ins Grp,1990,1995,6,4688,4284,0,6494,174,6320,0,13228
3240,NC Farm Bureau Ins Grp,1990,1996,7,4753,4422,0,6494,174,6320,0,13228
3240,NC Farm Bureau Ins Grp,1990,1997,8,4823,4479,0,6494,174,6320,0,13228
3240,NC Farm Bureau Ins Grp,1990,1998,9,4840,4516,0,6494,174,6320,0,13228
3240,NC Farm Bureau Ins Grp,1990,1999,10,4736,4546,0,6494,174,6320,0,13228
3240,NC Farm Bureau Ins Grp,1991,1991,1,6947,2041,642,7312,140,7172,0,13228
3240,NC Farm Bureau Ins Grp,1991,1992,2,5353,3736,0,7312,140,7172,0,13228
3240,NC Farm Bureau Ins Grp,1991,1993,3,4917,4183,0,7312,140,7172,0,13228
3240,NC Farm Bureau Ins Grp,1991,1994,4,4657,4345,0,7312,140,7172,0,13228
3240,NC Farm Bureau Ins Grp,1991,1995,5,4514,4372,0,7312,140,7172,0,13228
3240,NC Farm Bureau Ins Grp,1991,1996,6,4647,4429,0,7312,140,7172,0,13228
3240,NC Farm Bureau Ins Grp,1991,1997,7,4550,4395,0,7312,140,7172,0,13228
3240,NC Farm Bureau Ins Grp,1991,1998,8,5943,5959,0,7312,140,7172,0,13228
3240,NC Farm Bureau Ins Grp,1991,1999,9,4467,4469,0,7312,140,7172,0,13228
3240,NC Farm Bureau Ins Grp,1991,2000,10,4485,4476,0,7312,140,7172,0,13228
3240,NC Farm Bureau Ins Grp,1992,1992,1,5444,1595,101,8620,515,8105,0,13228
3240,NC Farm Bureau Ins Grp,1992,1993,2,5143,3680,0,8620,515,8105,0,13228
3240,NC Farm Bureau Ins Grp,1992,1994,3,5139,4457,0,8620,515,8105,0,13228
3240,NC Farm Bureau Ins Grp,1992,1995,4,5206,4734,0,8620,515,8105,0,13228
3240,NC Farm Bureau Ins Grp,1992,1996,5,5186,4822,0,8620,515,8105,0,13228
3240,NC Farm Bureau Ins Grp,1992,1997,6,5254,5104,0,8620,515,8105,0,13228
3240,NC Farm Bureau Ins Grp,1992,1998,7,3760,3728,0,8620,515,8105,0,13228
3240,NC Farm Bureau Ins Grp,1992,1999,8,5242,5209,0,8620,515,8105,0,13228
3240,NC Farm Bureau Ins Grp,1992,2000,9,5234,5219,0,8620,515,8105,0,13228
3240,NC Farm Bureau Ins Grp,1992,2001,10,5262,5196,0,8620,515,8105,0,13228
3240,NC Farm Bureau Ins Grp,1993,1993,1,4373,1351,131,10972,722,10250,0,13228
3240,NC Farm Bureau Ins Grp,1993,1994,2,3468,2674,0,10972,722,10250,0,13228
3240,NC Farm Bureau Ins Grp,1993,1995,3,4006,3042,364,10972,722,10250,0,13228
3240,NC Farm Bureau Ins Grp,1993,1996,4,3795,3181,0,10972,722,10250,0,13228
3240,NC Farm Bureau Ins Grp,1993,1997,5,3868,3391,0,10972,722,10250,0,13228
3240,NC Farm Bureau Ins Grp,1993,1998,6,3705,3554,0,10972,722,10250,0,13228
3240,NC Farm Bureau Ins Grp,1993,1999,7,3726,3585,0,10972,722,10250,0,13228
3240,NC Farm Bureau Ins Grp,1993,2000,8,3744,3619,0,10972,722,10250,0,13228
3240,NC Farm Bureau Ins Grp,1993,2001,9,3768,3682,0,10972,722,10250,0,13228
3240,NC Farm Bureau Ins Grp,1993,2002,10,3703,3683,0,10972,722,10250,0,13228
