GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_F2,CumPaidLoss_F2,BulkLoss_F2,EarnedPremDIR_F2,EarnedPremCeded_F2,EarnedPremNet_F2,Single,PostedReserve97_F2
10232,American Assoc Of Othodontists RRG,1988,1990,3,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1988,1991,4,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1988,1992,5,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1988,1993,6,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1988,1994,7,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1988,1995,8,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1988,1996,9,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1988,1997,10,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1989,1989,1,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1989,1990,2,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1989,1991,3,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1989,1992,4,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1989,1993,5,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1989,1994,6,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1989,1995,7,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1989,1996,8,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1989,1997,9,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1989,1998,10,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1990,1990,1,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1990,1991,2,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1990,1992,3,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1990,1993,4,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1990,1994,5,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1990,1995,6,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1990,1996,7,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1990,1997,8,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1990,1998,9,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1990,1999,10,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1991,1991,1,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1991,1992,2,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1991,1993,3,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1991,1994,4,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1991,1995,5,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1991,1996,6,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1991,1997,7,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1991,1998,8,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1991,1999,9,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1991,2000,10,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1992,1992,1,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1992,1993,2,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1992,1994,3,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1992,1995,4,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1992,1996,5,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1992,1997,6,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1992,1998,7,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1992,1999,8,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1992,2000,9,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1992,2001,10,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1993,1993,1,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1993,1994,2,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1993,1995,3,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1993,1996,4,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1993,1997,5,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1993,1998,6,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1993,1999,7,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1993,2000,8,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1993,2001,9,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1993,2002,10,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1994,1994,1,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1994,1995,2,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1994,1996,3,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1994,1997,4,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1994,1998,5,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1994,1999,6,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1994,2000,7,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1994,2001,8,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1994,2002,9,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1994,2003,10,0,0,0,0,0,0,1,862
10232,American Assoc Of Othodontists RRG,1995,1995,1,95,0,95,170,37,133,1,862
10232,American Assoc Of Othodontists RRG,1995,1996,2,97,5,78,170,37,133,1,862
10232,American Assoc Of Othodontists RRG,1995,1997,3,93,7,85,170,37,133,1,862
10232,American Assoc Of Othodontists RRG,1995,1998,4,185,6,179,170,37,133,1,862
10232,American Assoc Of Othodontists RRG,1995,1999,5,180,6,174,170,37,133,1,862
10232,American Assoc Of Othodontists RRG,1995,2000,6,177,6,171,170,37,133,1,862
10232,American Assoc Of Othodontists RRG,1995,2001,7,6,6,0,170,37,133,1,862
10232,American Assoc Of Othodontists RRG,1995,2002,8,6,6,0,170,37,133,1,862
10232,American Assoc Of Othodontists RRG,1995,2003,9,6,6,0,170,37,133,1,862
10232,American Assoc Of Othodontists RRG,1995,2004,10,6,6,0,170,37,133,1,862
10232,American Assoc Of Othodontists RRG,1996,1996,1,424,27,247,773,196,577,1,862
10232,American Assoc Of Othodontists RRG,1996,1997,2,401,152,102,773,196,577,1,862
10232,American Assoc Of Othodontists RRG,1996,1998,3,380,171,204,773,196,577,1,862
10232,American Assoc Of Othodontists RRG,1996,1999,4,367,171,196,773,196,577,1,862
10232,American Assoc Of Othodontists RRG,1996,2000,5,364,173,186,773,196,577,1,862
10232,American Assoc Of Othodontists RRG,1996,2001,6,153,153,0,773,196,577,1,862
10232,American Assoc Of Othodontists RRG,1996,2002,7,153,153,0,773,196,577,1,862
10232,American Assoc Of Othodontists RRG,1996,2003,8,153,153,0,773,196,577,1,862
10232,American Assoc Of Othodontists RRG,1996,2004,9,531,153,0,773,196,577,1,862
10232,American Assoc Of Othodontists RRG,1996,2005,10,153,153,0,773,196,577,1,862
10232,American Assoc Of Othodontists RRG,1997,1997,1,562,35,144,1077,270,807,1,862
10232,American Assoc Of Othodontists RRG,1997,1998,2,540,134,78,1077,270,807,1,862
10232,American Assoc Of Othodontists RRG,1997,1999,3,547,347,-35,1077,270,807,1,862
10232,American Assoc Of Othodontists RRG,1997,2000,4,535,522,-22,1077,270,807,1,862
10232,American Assoc Of Othodontists RRG,1997,2001,5,531,531,0,1077,270,807,1,862
10232,American Assoc Of Othodontists RRG,1997,2002,6,531,531,0,1077,270,807,1,862
10232,American Assoc Of Othodontists RRG,1997,2003,7,531,531,0,1077,270,807,1,862
10232,American Assoc Of Othodontists RRG,1997,2004,8,935,531,0,1077,270,807,1,862
10232,American Assoc Of Othodontists RRG,1997,2005,9,531,531,0,1077,270,807,1,862
10232,American Assoc Of Othodontists RRG,1997,2006,10,531,531,0,1077,270,807,1,862
10341,Controlled Risk Ins Co Of VT Inc,1988,1988,1,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1988,1989,2,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1988,1990,3,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1988,1991,4,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1988,1992,5,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1988,1993,6,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1988,1994,7,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1988,1995,8,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1988,1996,9,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1988,1997,10,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1989,1989,1,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1989,1990,2,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1989,1991,3,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1989,1992,4,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1989,1993,5,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1989,1994,6,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1989,1995,7,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1989,1996,8,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1989,1997,9,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1989,1998,10,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1990,1990,1,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1990,1991,2,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1990,1992,3,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1990,1993,4,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1990,1994,5,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1990,1995,6,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1990,1996,7,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1990,1997,8,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1990,1998,9,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1990,1999,10,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1991,1991,1,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1991,1992,2,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1991,1993,3,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1991,1994,4,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1991,1995,5,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1991,1996,6,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1991,1997,7,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1991,1998,8,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1991,1999,9,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1991,2000,10,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1992,1992,1,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1992,1993,2,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1992,1994,3,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1992,1995,4,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1992,1996,5,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1992,1997,6,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1992,1998,7,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1992,1999,8,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1992,2000,9,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1992,2001,10,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1993,1993,1,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1993,1994,2,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1993,1995,3,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1993,1996,4,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1993,1997,5,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1993,1998,6,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1993,1999,7,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1993,2000,8,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1993,2001,9,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1993,2002,10,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1994,1994,1,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1994,1995,2,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1994,1996,3,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1994,1997,4,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1994,1998,5,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1994,1999,6,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1994,2000,7,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1994,2001,8,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1994,2002,9,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1994,2003,10,0,0,0,0,0,0,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1995,1995,1,8025,302,-1880,34719,24371,10348,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1995,1996,2,8324,1266,-2459,34719,24371,10348,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1995,1997,3,8495,3054,-1469,34719,24371,10348,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1995,1998,4,7897,4423,-1894,34719,24371,10348,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1995,1999,5,7313,5161,-831,34719,24371,10348,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1995,2000,6,7493,6239,-511,34719,24371,10348,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1995,2001,7,7234,6397,385,34719,24371,10348,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1995,2002,8,7000,6596,215,34719,24371,10348,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1995,2003,9,6818,6754,-1,34719,24371,10348,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1995,2004,10,6820,6801,19,34719,24371,10348,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1996,1996,1,5572,310,-514,33707,25553,8154,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1996,1997,2,5809,884,-318,33707,25553,8154,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1996,1998,3,4897,1745,-1187,33707,25553,8154,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1996,1999,4,4500,2487,-788,33707,25553,8154,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1996,2000,5,4431,3228,-445,33707,25553,8154,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1996,2001,6,4587,3878,-59,33707,25553,8154,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1996,2002,7,4400,4143,30,33707,25553,8154,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1996,2003,8,4350,4259,43,33707,25553,8154,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1996,2004,9,4375,4276,68,33707,25553,8154,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1996,2005,10,4348,4292,42,33707,25553,8154,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1997,1997,1,6572,284,-836,30122,22543,7579,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1997,1998,2,5751,809,-1060,30122,22543,7579,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1997,1999,3,4999,1544,-1104,30122,22543,7579,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1997,2000,4,4800,2436,-796,30122,22543,7579,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1997,2001,5,5058,3527,-252,30122,22543,7579,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1997,2002,6,5000,3828,161,30122,22543,7579,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1997,2003,7,4502,4091,-42,30122,22543,7579,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1997,2004,8,4475,4242,60,30122,22543,7579,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1997,2005,9,4477,4345,87,30122,22543,7579,1,16367
10341,Controlled Risk Ins Co Of VT Inc,1997,2006,10,4371,4355,-27,30122,22543,7579,1,16367
10393,Texas Medical Ins Co,1988,1988,1,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1988,1989,2,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1988,1990,3,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1988,1991,4,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1988,1992,5,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1988,1993,6,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1988,1994,7,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1988,1995,8,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1988,1996,9,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1988,1997,10,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1989,1989,1,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1989,1990,2,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1989,1991,3,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1989,1992,4,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1989,1993,5,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1989,1994,6,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1989,1995,7,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1989,1996,8,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1989,1997,9,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1989,1998,10,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1990,1990,1,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1990,1991,2,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1990,1992,3,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1990,1993,4,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1990,1994,5,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1990,1995,6,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1990,1996,7,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1990,1997,8,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1990,1998,9,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1990,1999,10,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1991,1991,1,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1991,1992,2,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1991,1993,3,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1991,1994,4,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1991,1995,5,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1991,1996,6,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1991,1997,7,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1991,1998,8,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1991,1999,9,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1991,2000,10,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1992,1992,1,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1992,1993,2,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1992,1994,3,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1992,1995,4,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1992,1996,5,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1992,1997,6,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1992,1998,7,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1992,1999,8,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1992,2000,9,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1992,2001,10,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1993,1993,1,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1993,1994,2,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1993,1995,3,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1993,1996,4,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1993,1997,5,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1993,1998,6,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1993,1999,7,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1993,2000,8,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1993,2001,9,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1993,2002,10,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1994,1994,1,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1994,1995,2,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1994,1996,3,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1994,1997,4,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1994,1998,5,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1994,1999,6,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1994,2000,7,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1994,2001,8,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1994,2002,9,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1994,2003,10,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1995,1995,1,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1995,1996,2,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1995,1997,3,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1995,1998,4,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1995,1999,5,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1995,2000,6,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1995,2001,7,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1995,2002,8,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1995,2003,9,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1995,2004,10,0,0,0,0,0,0,1,0
10393,Texas Medical Ins Co,1996,1996,1,0,0,0,2,0,2,1,0
10393,Texas Medical Ins Co,1996,1997,2,0,0,0,2,0,2,1,0
10393,Texas Medical Ins Co,1996,1998,3,0,0,0,2,0,2,1,0
10393,Texas Medical Ins Co,1996,1999,4,0,0,0,2,0,2,1,0
10393,Texas Medical Ins Co,1996,2000,5,0,0,0,2,0,2,1,0
10393,Texas Medical Ins Co,1996,2001,6,0,0,0,2,0,2,1,0
10393,Texas Medical Ins Co,1996,2002,7,0,0,0,2,0,2,1,0
10393,Texas Medical Ins Co,1996,2003,8,0,0,0,2,0,2,1,0
10393,Texas Medical Ins Co,1996,2004,9,0,0,0,2,0,2,1,0
10393,Texas Medical Ins Co,1996,2005,10,0,0,0,2,0,2,1,0
10393,Texas Medical Ins Co,1997,1997,1,0,0,0,66,39,27,1,0
10393,Texas Medical Ins Co,1997,1998,2,0,0,0,66,39,27,1,0
10393,Texas Medical Ins Co,1997,1999,3,0,0,0,66,39,27,1,0
10393,Texas Medical Ins Co,1997,2000,4,0,0,0,66,39,27,1,0
10393,Texas Medical Ins Co,1997,2001,5,0,0,0,66,39,27,1,0
10393,Texas Medical Ins Co,1997,2002,6,0,0,0,66,39,27,1,0
10393,Texas Medical Ins Co,1997,2003,7,3,0,0,66,39,27,1,0
10393,Texas Medical Ins Co,1997,2004,8,3,0,0,66,39,27,1,0
10393,Texas Medical Ins Co,1997,2005,9,3,0,0,66,39,27,1,0
10393,Texas Medical Ins Co,1997,2006,10,0,0,0,66,39,27,1,0
10697,MCIC VT Inc RRG,1988,1988,1,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1988,1989,2,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1988,1990,3,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1988,1991,4,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1988,1992,5,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1988,1993,6,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1988,1994,7,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1988,1995,8,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1988,1996,9,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1988,1997,10,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1989,1989,1,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1989,1990,2,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1989,1991,3,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1989,1992,4,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1989,1993,5,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1989,1994,6,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1989,1995,7,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1989,1996,8,0,0,0,0,0,0,1,14856
10697,MCIC VT Inc RRG,1989,1997,9,0,0,0,0,0,0,1,14856
