date,count,package
2015-03-21,3138,ggplot2
2015-03-22,3303,ggplot2
2015-03-23,5782,ggplot2
2015-03-24,6128,ggplot2
2015-03-25,5777,ggplot2
2015-03-26,5396,ggplot2
2015-03-27,4798,ggplot2
2015-03-28,2691,ggplot2
2015-03-29,2788,ggplot2
2015-03-30,5293,ggplot2
2015-03-31,5365,ggplot2
2015-04-01,5411,ggplot2
2015-04-02,4903,ggplot2
2015-04-03,3855,ggplot2
2015-04-04,2320,ggplot2
2015-04-05,2344,ggplot2
2015-04-06,4229,ggplot2
2015-04-07,5347,ggplot2
2015-04-08,5334,ggplot2
2015-04-09,5499,ggplot2
2015-04-10,4704,ggplot2
2015-04-11,2644,ggplot2
2015-04-12,2727,ggplot2
2015-04-13,5298,ggplot2
2015-04-14,5567,ggplot2
2015-04-15,5517,ggplot2
2015-04-16,5399,ggplot2
2015-04-17,5245,ggplot2
2015-04-18,3688,ggplot2
2015-04-19,3989,ggplot2
2015-04-20,6865,ggplot2
2015-04-21,6523,ggplot2
2015-04-22,6767,ggplot2
2015-04-23,6346,ggplot2
2015-04-24,5734,ggplot2
2015-04-25,3415,ggplot2
2015-04-26,3612,ggplot2
2015-04-27,5715,ggplot2
2015-04-28,5751,ggplot2
2015-04-29,5827,ggplot2
2015-04-30,5433,ggplot2
2015-05-01,4329,ggplot2
2015-05-02,2680,ggplot2
2015-05-03,2975,ggplot2
2015-05-04,5539,ggplot2
2015-05-05,5758,ggplot2
2015-05-06,6042,ggplot2
2015-05-07,5879,ggplot2
2015-05-08,5346,ggplot2
2015-05-09,2968,ggplot2
2015-05-10,2828,ggplot2
2015-05-11,5799,ggplot2
2015-05-12,6018,ggplot2
2015-05-13,6401,ggplot2
2015-05-14,5420,ggplot2
2015-05-15,5408,ggplot2
2015-05-16,3064,ggplot2
2015-05-17,2935,ggplot2
2015-05-18,5181,ggplot2
2015-05-19,5600,ggplot2
2015-05-20,6151,ggplot2
2015-05-21,5834,ggplot2
2015-05-22,4934,ggplot2
2015-05-23,2957,ggplot2
2015-05-24,2685,ggplot2
2015-05-25,3489,ggplot2
2015-05-26,5396,ggplot2
2015-05-27,5874,ggplot2
2015-05-28,5098,ggplot2
2015-05-29,4370,ggplot2
2015-05-30,2643,ggplot2
2015-05-31,2957,ggplot2
2015-06-01,4814,ggplot2
2015-06-02,5339,ggplot2
2015-06-03,5401,ggplot2
2015-06-04,4753,ggplot2
2015-06-05,4593,ggplot2
2015-06-06,2530,ggplot2
2015-06-07,2717,ggplot2
2015-06-08,5100,ggplot2
2015-06-09,5592,ggplot2
2015-06-10,5512,ggplot2
2015-06-11,5234,ggplot2
2015-06-12,4261,ggplot2
2015-06-13,2631,ggplot2
2015-06-14,2998,ggplot2
2015-06-15,5270,ggplot2
2015-06-16,5274,ggplot2
2015-06-17,5268,ggplot2
2015-06-18,4961,ggplot2
2015-06-19,4669,ggplot2
2015-06-20,2764,ggplot2
2015-06-21,2988,ggplot2
2015-06-22,5016,ggplot2
2015-06-23,5757,ggplot2
2015-06-24,5316,ggplot2
2015-06-25,5366,ggplot2
2015-06-26,4606,ggplot2
2015-06-27,2476,ggplot2
2015-06-28,2618,ggplot2
2015-06-29,5361,ggplot2
2015-06-30,5545,ggplot2
2015-07-01,5357,ggplot2
2015-07-02,5066,ggplot2
2015-07-03,3661,ggplot2
2015-07-04,2407,ggplot2
2015-07-05,2311,ggplot2
2015-07-06,5316,ggplot2
2015-07-07,5182,ggplot2
2015-07-08,4478,ggplot2
2015-07-09,4425,ggplot2
2015-07-10,4410,ggplot2
2015-07-11,2361,ggplot2
2015-07-12,2352,ggplot2
2015-07-13,4442,ggplot2
2015-07-14,4664,ggplot2
2015-07-15,4840,ggplot2
2015-07-16,4802,ggplot2
2015-07-17,3833,ggplot2
2015-07-18,2294,ggplot2
2015-07-19,2515,ggplot2
2015-07-20,4562,ggplot2
2015-07-21,5131,ggplot2
2015-07-22,4728,ggplot2
2015-07-23,4515,ggplot2
2015-07-24,4626,ggplot2
2015-07-25,2702,ggplot2
2015-07-26,2777,ggplot2
2015-07-27,4568,ggplot2
2015-07-28,4802,ggplot2
2015-07-29,4843,ggplot2
2015-07-30,4318,ggplot2
2015-07-31,3773,ggplot2
2015-08-01,2152,ggplot2
2015-08-02,1826,ggplot2
2015-08-03,4212,ggplot2
2015-08-04,4989,ggplot2
2015-08-05,4431,ggplot2
2015-08-06,4484,ggplot2
2015-08-07,4003,ggplot2
2015-08-08,2229,ggplot2
2015-08-09,2310,ggplot2
2015-08-10,4123,ggplot2
2015-08-11,4602,ggplot2
2015-08-12,4772,ggplot2
2015-08-13,4626,ggplot2
2015-08-14,4084,ggplot2
2015-08-15,2292,ggplot2
2015-08-16,2473,ggplot2
2015-08-17,4624,ggplot2
2015-08-18,5122,ggplot2
2015-08-19,5404,ggplot2
2015-08-20,5372,ggplot2
2015-08-21,4454,ggplot2
2015-08-22,2774,ggplot2
2015-08-23,0,ggplot2
2015-08-24,5605,ggplot2
2015-08-25,12237,ggplot2
2015-08-26,8973,ggplot2
2015-08-27,5478,ggplot2
2015-08-28,4782,ggplot2
2015-08-29,2669,ggplot2
2015-08-30,2823,ggplot2
2015-08-31,5830,ggplot2
2015-09-01,7379,ggplot2
2015-09-02,6526,ggplot2
2015-09-03,6566,ggplot2
2015-09-04,6182,ggplot2
2015-09-05,2680,ggplot2
2015-09-06,3564,ggplot2
2015-09-07,0,ggplot2
2015-09-08,7068,ggplot2
2015-09-09,0,ggplot2
2015-09-10,6772,ggplot2
2015-09-11,5964,ggplot2
2015-09-12,3312,ggplot2
2015-09-13,3333,ggplot2
2015-09-14,7446,ggplot2
2015-09-15,7149,ggplot2
2015-09-16,7177,ggplot2
2015-09-17,6835,ggplot2
2015-09-18,6604,ggplot2
2015-09-19,3252,ggplot2
2015-09-20,3584,ggplot2
2015-09-21,6625,ggplot2
2015-09-22,7167,ggplot2
2015-09-23,7018,ggplot2
2015-09-24,7144,ggplot2
2015-09-25,6620,ggplot2
2015-09-26,3303,ggplot2
2015-09-27,3274,ggplot2
2015-09-28,6082,ggplot2
2015-09-29,7620,ggplot2
2015-09-30,6994,ggplot2
2015-10-01,6723,ggplot2
2015-10-02,6481,ggplot2
2015-10-03,3176,ggplot2
2015-10-04,3377,ggplot2
2015-10-05,7147,ggplot2
2015-10-06,7706,ggplot2
2015-10-07,7638,ggplot2
2015-10-08,7497,ggplot2
2015-10-09,6253,ggplot2
2015-10-10,3297,ggplot2
2015-10-11,4297,ggplot2
2015-10-12,7270,ggplot2
2015-10-13,8043,ggplot2
2015-10-14,7789,ggplot2
2015-10-15,7098,ggplot2
2015-10-16,7186,ggplot2
2015-10-17,3844,ggplot2
2015-10-18,0,ggplot2
2015-10-19,6770,ggplot2
2015-10-20,7933,ggplot2
2015-10-21,7461,ggplot2
2015-10-22,7344,ggplot2
2015-10-23,6326,ggplot2
2015-10-24,3597,ggplot2
2015-10-25,3937,ggplot2
2015-10-26,0,ggplot2
2015-10-27,7907,ggplot2
2015-10-28,8590,ggplot2
2015-10-29,8528,ggplot2
2015-10-30,6985,ggplot2
2015-10-31,0,ggplot2
2015-11-01,0,ggplot2
2015-11-02,8273,ggplot2
2015-11-03,8747,ggplot2
2015-11-04,7947,ggplot2
2015-11-05,9412,ggplot2
2015-11-06,7975,ggplot2
2015-11-07,4540,ggplot2
2015-11-08,3839,ggplot2
2015-11-09,7988,ggplot2
2015-11-10,8000,ggplot2
2015-11-11,7226,ggplot2
2015-11-12,7460,ggplot2
2015-11-13,6682,ggplot2
2015-11-14,3950,ggplot2
2015-11-15,0,ggplot2
2015-11-16,7136,ggplot2
2015-11-17,7535,ggplot2
2015-11-18,7962,ggplot2
2015-11-19,8197,ggplot2
2015-11-20,6588,ggplot2
2015-11-21,4013,ggplot2
2015-11-22,4011,ggplot2
2015-11-23,7588,ggplot2
2015-11-24,8241,ggplot2
2015-11-25,8085,ggplot2
2015-11-26,8165,ggplot2
2015-11-27,4827,ggplot2
2015-11-28,3531,ggplot2
2015-11-29,4568,ggplot2
2015-11-30,7873,ggplot2
2015-12-01,8425,ggplot2
2015-12-02,7789,ggplot2
2015-12-03,7281,ggplot2
2015-12-04,6699,ggplot2
2015-12-05,4033,ggplot2
2015-12-06,3714,ggplot2
2015-12-07,7189,ggplot2
2015-12-08,7316,ggplot2
2015-12-09,7386,ggplot2
2015-12-10,7880,ggplot2
2015-12-11,8715,ggplot2
2015-12-12,3913,ggplot2
2015-12-13,3938,ggplot2
2015-12-14,6926,ggplot2
2015-12-15,7002,ggplot2
2015-12-16,6275,ggplot2
2015-12-17,6085,ggplot2
2015-12-18,7427,ggplot2
2015-12-19,4650,ggplot2
2015-12-20,4530,ggplot2
2015-12-21,8001,ggplot2
2015-12-22,7546,ggplot2
2015-12-23,6561,ggplot2
2015-12-24,4136,ggplot2
2015-12-25,2622,ggplot2
2015-12-26,3180,ggplot2
2015-12-27,3226,ggplot2
2015-12-28,5059,ggplot2
2015-12-29,5430,ggplot2
2015-12-30,5073,ggplot2
2015-12-31,3227,ggplot2
2016-01-01,2822,ggplot2
2016-01-02,3135,ggplot2
2016-01-03,3124,ggplot2
2016-01-04,7788,ggplot2
2016-01-05,7669,ggplot2
2016-01-06,8144,ggplot2
2016-01-07,8405,ggplot2
2016-01-08,7641,ggplot2
2016-01-09,4170,ggplot2
2016-01-10,4103,ggplot2
2016-01-11,8640,ggplot2
2016-01-12,9702,ggplot2
2016-01-13,9255,ggplot2
2016-01-14,8894,ggplot2
2016-01-15,8146,ggplot2
2016-01-16,5411,ggplot2
2016-01-17,4577,ggplot2
2016-01-18,8759,ggplot2
2016-01-19,9553,ggplot2
2016-01-20,10585,ggplot2
2016-01-21,10023,ggplot2
2016-01-22,8350,ggplot2
2016-01-23,4690,ggplot2
2016-01-24,5263,ggplot2
2016-01-25,10046,ggplot2
2016-01-26,9741,ggplot2
2016-01-27,10819,ggplot2
2016-01-28,10622,ggplot2
2016-01-29,9362,ggplot2
2016-01-30,4389,ggplot2
2016-01-31,4951,ggplot2
2016-02-01,9863,ggplot2
2016-02-02,10677,ggplot2
2016-02-03,0,ggplot2
2016-02-04,10036,ggplot2
2016-02-05,8478,ggplot2
2016-02-06,4614,ggplot2
2016-02-07,4441,ggplot2
2016-02-08,8975,ggplot2
2016-02-09,9672,ggplot2
2016-02-10,9762,ggplot2
2016-02-11,9472,ggplot2
2016-02-12,8580,ggplot2
2016-02-13,4624,ggplot2
2016-02-14,4658,ggplot2
2016-02-15,9083,ggplot2
2016-02-16,12045,ggplot2
2016-02-17,16712,ggplot2
2016-02-18,9762,ggplot2
2016-02-19,8621,ggplot2
2016-02-20,4929,ggplot2
2016-02-21,4950,ggplot2
2016-02-22,9376,ggplot2
2016-02-23,9824,ggplot2
2016-02-24,9264,ggplot2
2016-02-25,9293,ggplot2
2016-02-26,9564,ggplot2
2016-02-27,5503,ggplot2
2016-02-28,4798,ggplot2
2016-02-29,9496,ggplot2
2016-03-01,11832,ggplot2
2016-03-02,13166,ggplot2
2016-03-03,12375,ggplot2
2016-03-04,11107,ggplot2
2016-03-05,5847,ggplot2
2016-03-06,6281,ggplot2
2016-03-07,10722,ggplot2
2016-03-08,11540,ggplot2
2016-03-09,11099,ggplot2
2016-03-10,10509,ggplot2
2016-03-11,9155,ggplot2
2016-03-12,4972,ggplot2
2016-03-13,5041,ggplot2
2016-03-14,9821,ggplot2
2016-03-15,11324,ggplot2
2016-03-16,9609,ggplot2
2016-03-17,9413,ggplot2
2016-03-18,8347,ggplot2
2016-03-19,4531,ggplot2
2016-03-20,4766,ggplot2
2016-03-21,9039,ggplot2
2016-03-22,9168,ggplot2
2016-03-23,8465,ggplot2
2016-03-24,7516,ggplot2
2016-03-25,5478,ggplot2
2016-03-26,3692,ggplot2
2016-03-27,3792,ggplot2
2016-03-28,7117,ggplot2
2016-03-29,8585,ggplot2
2016-03-30,9332,ggplot2
2016-03-31,8840,ggplot2
2016-04-01,7973,ggplot2
2016-04-02,4030,ggplot2
2016-04-03,4233,ggplot2
2016-04-04,8282,ggplot2
2016-04-05,9445,ggplot2
2016-04-06,9414,ggplot2
2016-04-07,8937,ggplot2
2016-04-08,7601,ggplot2
2016-04-09,4174,ggplot2
2016-04-10,4300,ggplot2
2016-04-11,8984,ggplot2
2016-04-12,9403,ggplot2
2016-04-13,8949,ggplot2
2016-04-14,8983,ggplot2
2016-04-15,7623,ggplot2
2016-04-16,4501,ggplot2
2016-04-17,4492,ggplot2
2016-04-18,8705,ggplot2
2016-04-19,8997,ggplot2
2016-04-20,8871,ggplot2
2016-04-21,8300,ggplot2
2016-04-22,7736,ggplot2
2016-04-23,4360,ggplot2
2016-04-24,4514,ggplot2
2016-04-25,8696,ggplot2
2016-04-26,9182,ggplot2
2016-04-27,9090,ggplot2
2016-04-28,8730,ggplot2
2016-04-29,7227,ggplot2
2016-04-30,4033,ggplot2
2016-05-01,4252,ggplot2
2016-05-02,7989,ggplot2
2016-05-03,8845,ggplot2
2016-05-04,9597,ggplot2
2016-05-05,8968,ggplot2
2016-05-06,8209,ggplot2
2016-05-07,4660,ggplot2
2016-05-08,4581,ggplot2
2016-05-09,10063,ggplot2
2016-05-10,10702,ggplot2
2016-05-11,10497,ggplot2
2016-05-12,10394,ggplot2
2016-05-13,8637,ggplot2
2016-05-14,4763,ggplot2
2016-05-15,5300,ggplot2
2016-05-16,9296,ggplot2
2016-05-17,10240,ggplot2
2016-05-18,10318,ggplot2
2016-05-19,9673,ggplot2
2016-05-20,8748,ggplot2
2016-05-21,4682,ggplot2
2016-05-22,4691,ggplot2
2016-05-23,9302,ggplot2
2016-05-24,10657,ggplot2
2016-05-25,10071,ggplot2
2016-05-26,9303,ggplot2
2016-05-27,8029,ggplot2
2016-05-28,4708,ggplot2
2016-05-29,4441,ggplot2
2016-05-30,7931,ggplot2
2016-05-31,9667,ggplot2
2016-06-01,9987,ggplot2
2016-06-02,0,ggplot2
2016-06-03,8192,ggplot2
2016-06-04,4492,ggplot2
2016-06-05,4629,ggplot2
2016-06-06,8691,ggplot2
2016-06-07,10062,ggplot2
2016-06-08,9645,ggplot2
2016-06-09,9005,ggplot2
2016-06-10,8345,ggplot2
2016-06-11,4108,ggplot2
2016-06-12,0,ggplot2
2016-06-13,9007,ggplot2
2016-06-14,9425,ggplot2
2016-06-15,9242,ggplot2
2016-06-16,8902,ggplot2
2016-06-17,8241,ggplot2
2016-06-18,4470,ggplot2
2016-06-19,4203,ggplot2
2016-06-20,9468,ggplot2
2016-06-21,9976,ggplot2
2016-06-22,9660,ggplot2
2016-06-23,9538,ggplot2
2016-06-24,7911,ggplot2
2016-06-25,4581,ggplot2
2016-06-26,4769,ggplot2
2016-06-27,8907,ggplot2
2016-06-28,9957,ggplot2
2016-06-29,9014,ggplot2
2016-06-30,8513,ggplot2
2016-07-01,7266,ggplot2
2016-07-02,3721,ggplot2
2016-07-03,3941,ggplot2
2016-07-04,6822,ggplot2
2016-07-05,8729,ggplot2
2016-07-06,8354,ggplot2
2016-07-07,8223,ggplot2
2016-07-08,7383,ggplot2
2016-07-09,3975,ggplot2
2016-07-10,4360,ggplot2
2016-07-11,8193,ggplot2
2016-07-12,0,ggplot2
2016-07-13,8276,ggplot2
2016-07-14,8113,ggplot2
2016-07-15,6921,ggplot2
2016-07-16,3912,ggplot2
2016-07-17,3688,ggplot2
2016-07-18,8461,ggplot2
2016-07-19,8952,ggplot2
2016-07-20,8956,ggplot2
2016-07-21,8658,ggplot2
2016-07-22,7254,ggplot2
2016-07-23,4149,ggplot2
2016-07-24,0,ggplot2
2016-07-25,8243,ggplot2
2016-07-26,9048,ggplot2
2016-07-27,8190,ggplot2
2016-07-28,8575,ggplot2
2016-07-29,7577,ggplot2
2016-07-30,4113,ggplot2
2016-07-31,3887,ggplot2
2016-08-01,7553,ggplot2
2016-08-02,8762,ggplot2
2016-08-03,8450,ggplot2
2016-08-04,0,ggplot2
2016-08-05,7860,ggplot2
2016-08-06,4158,ggplot2
2016-08-07,3944,ggplot2
2016-08-08,7835,ggplot2
2016-08-09,8192,ggplot2
2016-08-10,7935,ggplot2
2016-08-11,0,ggplot2
2016-08-12,7019,ggplot2
2016-08-13,0,ggplot2
2016-08-14,0,ggplot2
2016-08-15,7221,ggplot2
2016-08-16,9141,ggplot2
2016-08-17,8158,ggplot2
2016-08-18,8269,ggplot2
2016-08-19,7912,ggplot2
2016-08-20,0,ggplot2
2016-08-21,4386,ggplot2
2016-08-22,8670,ggplot2
2016-08-23,8872,ggplot2
2016-08-24,9299,ggplot2
2016-08-25,9310,ggplot2
2016-08-26,7871,ggplot2
2016-08-27,4027,ggplot2
2016-08-28,4116,ggplot2
2016-08-29,9158,ggplot2
2016-08-30,10135,ggplot2
2016-08-31,10235,ggplot2
2016-09-01,10477,ggplot2
2016-09-02,0,ggplot2
2016-09-03,4215,ggplot2
2016-09-04,4035,ggplot2
2016-09-05,7901,ggplot2
2016-09-06,10797,ggplot2
2016-09-07,12103,ggplot2
2016-09-08,11891,ggplot2
2016-09-09,0,ggplot2
2016-09-10,5205,ggplot2
2016-09-11,5168,ggplot2
2016-09-12,14282,ggplot2
2016-09-13,12699,ggplot2
2016-09-14,12051,ggplot2
2016-09-15,11361,ggplot2
2016-09-16,10701,ggplot2
2016-09-17,5491,ggplot2
2016-09-18,5295,ggplot2
2016-09-19,11683,ggplot2
2016-09-20,12431,ggplot2
2016-09-21,12730,ggplot2
2016-09-22,11677,ggplot2
2016-09-23,10763,ggplot2
2016-09-24,5418,ggplot2
2016-09-25,5424,ggplot2
2016-09-26,11680,ggplot2
2016-09-27,13174,ggplot2
2016-09-28,12605,ggplot2
2016-09-29,12943,ggplot2
2016-09-30,11088,ggplot2
2016-10-01,5499,ggplot2
2016-10-02,5893,ggplot2
2016-10-03,12322,ggplot2
2016-10-04,13696,ggplot2
2016-10-05,12542,ggplot2
2016-10-06,14458,ggplot2
2016-10-07,10779,ggplot2
2016-10-08,5928,ggplot2
2016-10-09,6209,ggplot2
2016-10-10,11724,ggplot2
2016-10-11,12866,ggplot2
2016-10-12,12991,ggplot2
2016-10-13,13190,ggplot2
2016-10-14,11179,ggplot2
2016-10-15,6579,ggplot2
2016-10-16,6586,ggplot2
2016-10-17,13447,ggplot2
2016-10-18,14030,ggplot2
2016-10-19,13307,ggplot2
2016-10-20,13189,ggplot2
2016-10-21,11159,ggplot2
2016-10-22,6099,ggplot2
2016-10-23,6128,ggplot2
2016-10-24,12717,ggplot2
2016-10-25,13459,ggplot2
2016-10-26,12975,ggplot2
2016-10-27,12607,ggplot2
2016-10-28,10708,ggplot2
2016-10-29,5836,ggplot2
2016-10-30,5945,ggplot2
2016-10-31,12894,ggplot2
2016-11-01,12538,ggplot2
2016-11-02,14762,ggplot2
2016-11-03,15430,ggplot2
2016-11-04,13232,ggplot2
2016-11-05,6885,ggplot2
2016-11-06,6615,ggplot2
2016-11-07,13891,ggplot2
2016-11-08,14601,ggplot2
2016-11-09,13080,ggplot2
2016-11-10,13969,ggplot2
2016-11-11,15754,ggplot2
2016-11-12,10633,ggplot2
2016-11-13,9586,ggplot2
2016-11-14,20408,ggplot2
2016-11-15,22437,ggplot2
2016-11-16,22972,ggplot2
2016-11-17,20435,ggplot2
2016-11-18,17399,ggplot2
2016-11-19,9428,ggplot2
2016-11-20,8967,ggplot2
2016-11-21,18731,ggplot2
2016-11-22,18695,ggplot2
2016-11-23,16774,ggplot2
2016-11-24,14083,ggplot2
2016-11-25,12248,ggplot2
2016-11-26,7617,ggplot2
2016-11-27,8361,ggplot2
2016-11-28,17643,ggplot2
2016-11-29,20024,ggplot2
2016-11-30,18432,ggplot2
2016-12-01,18250,ggplot2
2016-12-02,14904,ggplot2
2016-12-03,7912,ggplot2
2016-12-04,9003,ggplot2
2016-12-05,17720,ggplot2
2016-12-06,16198,ggplot2
2016-12-07,16110,ggplot2
2016-12-08,15276,ggplot2
2016-12-09,14270,ggplot2
2016-12-10,8109,ggplot2
2016-12-11,7792,ggplot2
2016-12-12,14935,ggplot2
2016-12-13,15203,ggplot2
2016-12-14,15420,ggplot2
2016-12-15,15469,ggplot2
2016-12-16,13997,ggplot2
2016-12-17,6751,ggplot2
2016-12-18,7497,ggplot2
2016-12-19,12414,ggplot2
2016-12-20,11830,ggplot2
2016-12-21,12063,ggplot2
2016-12-22,9539,ggplot2
2016-12-23,7207,ggplot2
2016-12-24,4154,ggplot2
2016-12-25,3530,ggplot2
2016-12-26,5471,ggplot2
2016-12-27,6995,ggplot2
2016-12-28,7863,ggplot2
2016-12-29,7125,ggplot2
2016-12-30,6295,ggplot2
2016-12-31,5907,ggplot2
2017-01-01,4437,ggplot2
2017-01-02,8937,ggplot2
2017-01-03,14055,ggplot2
2017-01-04,15744,ggplot2
2017-01-05,14858,ggplot2
2017-01-06,11971,ggplot2
2017-01-07,6683,ggplot2
2017-01-08,7039,ggplot2
2017-01-09,14918,ggplot2
2017-01-10,16002,ggplot2
2017-01-11,16920,ggplot2
2017-01-12,0,ggplot2
2017-01-13,14212,ggplot2
2017-01-14,7067,ggplot2
2017-01-15,7538,ggplot2
2017-01-16,14381,ggplot2
2017-01-17,17277,ggplot2
2017-01-18,18437,ggplot2
2017-01-19,18462,ggplot2
2017-01-20,16122,ggplot2
2017-01-21,7153,ggplot2
2017-01-22,8095,ggplot2
2017-01-23,16477,ggplot2
2017-01-24,17702,ggplot2
2017-01-25,18174,ggplot2
2017-01-26,16949,ggplot2
2017-01-27,14856,ggplot2
2017-01-28,7122,ggplot2
2017-01-29,7944,ggplot2
2017-01-30,16513,ggplot2
2017-01-31,18418,ggplot2
2017-02-01,17248,ggplot2
2017-02-02,17876,ggplot2
2017-02-03,16656,ggplot2
2017-02-04,8030,ggplot2
2017-02-05,8047,ggplot2
2017-02-06,16714,ggplot2
2017-02-07,19023,ggplot2
2017-02-08,17164,ggplot2
2017-02-09,18332,ggplot2
2017-02-10,15407,ggplot2
2017-02-11,7364,ggplot2
2017-02-12,7634,ggplot2
2017-02-13,16986,ggplot2
2017-02-14,18795,ggplot2
2017-02-15,18989,ggplot2
2017-02-16,17254,ggplot2
2017-02-17,15308,ggplot2
2017-02-18,7760,ggplot2
2017-02-19,7991,ggplot2
2017-02-20,15699,ggplot2
2017-02-21,18734,ggplot2
2017-02-22,17937,ggplot2
2017-02-23,17990,ggplot2
2017-02-24,16446,ggplot2
2017-02-25,8044,ggplot2
2017-02-26,8490,ggplot2
2017-02-27,16237,ggplot2
2017-02-28,15130,ggplot2
2017-03-01,10083,ggplot2
2017-03-02,18215,ggplot2
2017-03-03,15206,ggplot2
2017-03-04,8204,ggplot2
2017-03-05,8534,ggplot2
2017-03-06,16212,ggplot2
2017-03-07,17736,ggplot2
2017-03-08,18740,ggplot2
2017-03-09,17834,ggplot2
2017-03-10,16136,ggplot2
2017-03-11,8419,ggplot2
2017-03-12,7966,ggplot2
2017-03-13,16384,ggplot2
2017-03-14,17289,ggplot2
2017-03-15,17854,ggplot2
2017-03-16,17022,ggplot2
2017-03-17,14609,ggplot2
2017-03-18,8089,ggplot2
2017-03-19,8663,ggplot2
2017-03-20,16874,ggplot2
2017-03-21,19502,ggplot2
2017-03-22,19423,ggplot2
2017-03-23,17527,ggplot2
2017-03-24,16417,ggplot2
2017-03-25,9984,ggplot2
2017-03-26,10211,ggplot2
2017-03-27,18256,ggplot2
2017-03-28,18417,ggplot2
2017-03-29,19707,ggplot2
2017-03-30,20691,ggplot2
2017-03-31,14429,ggplot2
2017-04-01,9088,ggplot2
2017-04-02,9166,ggplot2
2017-04-03,16454,ggplot2
2017-04-04,17047,ggplot2
2017-04-05,17692,ggplot2
2017-04-06,17874,ggplot2
2017-04-07,15553,ggplot2
2017-04-08,8640,ggplot2
2017-04-09,8458,ggplot2
2017-04-10,17275,ggplot2
2017-04-11,18682,ggplot2
2017-04-12,16332,ggplot2
2017-04-13,15219,ggplot2
2017-04-14,11636,ggplot2
2017-04-15,7751,ggplot2
2017-04-16,6895,ggplot2
2017-04-17,13607,ggplot2
2017-04-18,17353,ggplot2
2017-04-19,21724,ggplot2
2017-04-20,19157,ggplot2
2017-04-21,15263,ggplot2
2017-04-22,8098,ggplot2
2017-04-23,8951,ggplot2
2017-04-24,17159,ggplot2
2017-04-25,20395,ggplot2
2017-04-26,21066,ggplot2
2017-04-27,21565,ggplot2
2017-04-28,16114,ggplot2
2017-04-29,10189,ggplot2
2017-04-30,9371,ggplot2
2017-05-01,13296,ggplot2
2017-05-02,20059,ggplot2
2017-05-03,17806,ggplot2
2017-05-04,16478,ggplot2
2017-05-05,14404,ggplot2
2017-05-06,7727,ggplot2
2017-05-07,8515,ggplot2
2017-05-08,18010,ggplot2
2017-05-09,17811,ggplot2
2017-05-10,16619,ggplot2
2017-05-11,15509,ggplot2
2017-05-12,14586,ggplot2
2017-05-13,7041,ggplot2
2017-05-14,7306,ggplot2
2017-05-15,15106,ggplot2
2017-05-16,17449,ggplot2
2017-05-17,18503,ggplot2
2017-05-18,17405,ggplot2
2017-05-19,14271,ggplot2
2017-05-20,7024,ggplot2
2017-05-21,7097,ggplot2
2017-05-22,15732,ggplot2
2017-05-23,16403,ggplot2
2017-05-24,15819,ggplot2
2017-05-25,14387,ggplot2
2017-05-26,12454,ggplot2
2017-05-27,6351,ggplot2
2017-05-28,6664,ggplot2
2017-05-29,11007,ggplot2
2017-05-30,14783,ggplot2
2017-05-31,15086,ggplot2
2017-06-01,15268,ggplot2
2017-06-02,13808,ggplot2
2017-06-03,6634,ggplot2
2017-06-04,7010,ggplot2
2017-06-05,14090,ggplot2
2017-06-06,15623,ggplot2
2017-06-07,15636,ggplot2
2017-06-08,16301,ggplot2
2017-06-09,13195,ggplot2
2017-06-10,6430,ggplot2
2017-06-11,6439,ggplot2
2017-06-12,13964,ggplot2
2017-06-13,15335,ggplot2
2017-06-14,14900,ggplot2
2017-06-15,13826,ggplot2
2017-06-16,12720,ggplot2
2017-06-17,5624,ggplot2
2017-06-18,5455,ggplot2
2017-06-19,13737,ggplot2
2017-06-20,14781,ggplot2
2017-06-21,14913,ggplot2
2017-06-22,14013,ggplot2
2017-06-23,11899,ggplot2
2017-06-24,6086,ggplot2
2017-06-25,5798,ggplot2
2017-06-26,12819,ggplot2
2017-06-27,14356,ggplot2
2017-06-28,14202,ggplot2
2017-06-29,12981,ggplot2
2017-06-30,11780,ggplot2
2017-07-01,5763,ggplot2
2017-07-02,5511,ggplot2
2017-07-03,12011,ggplot2
2017-07-04,11308,ggplot2
2017-07-05,12976,ggplot2
2017-07-06,13037,ggplot2
2017-07-07,11345,ggplot2
2017-07-08,5907,ggplot2
2017-07-09,5733,ggplot2
2017-07-10,13520,ggplot2
2017-07-11,13780,ggplot2
2017-07-12,13411,ggplot2
2017-07-13,12984,ggplot2
2017-07-14,10101,ggplot2
2017-07-15,4758,ggplot2
2017-07-16,0,ggplot2
2017-07-17,11591,ggplot2
2017-07-18,12984,ggplot2
2017-07-19,12921,ggplot2
2017-07-20,13317,ggplot2
2017-07-21,11550,ggplot2
2017-07-22,6219,ggplot2
2017-07-23,6582,ggplot2
2017-07-24,12710,ggplot2
2017-07-25,13607,ggplot2
2017-07-26,13121,ggplot2
2017-07-27,12266,ggplot2
2017-07-28,10608,ggplot2
2017-07-29,5935,ggplot2
2017-07-30,6105,ggplot2
2017-07-31,11706,ggplot2
2017-08-01,12886,ggplot2
2017-08-02,12213,ggplot2
2017-08-03,12569,ggplot2
2017-08-04,10870,ggplot2
2017-08-05,5985,ggplot2
2017-08-06,5845,ggplot2
2017-08-07,11959,ggplot2
2017-08-08,12155,ggplot2
2017-08-09,12149,ggplot2
2017-08-10,11197,ggplot2
2017-08-11,9741,ggplot2
2017-08-12,4903,ggplot2
