GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_C,CumPaidLoss_C,BulkLoss_C,EarnedPremDIR_C,EarnedPremCeded_C,EarnedPremNet_C,Single,PostedReserve97_C
7080,New Jersey Manufacturers Grp,1993,2000,8,33924,33230,81,56160,0,56160,0,80365
7080,New Jersey Manufacturers Grp,1993,2001,9,34297,33892,-14,56160,0,56160,0,80365
7080,New Jersey Manufacturers Grp,1993,2002,10,34243,33942,38,56160,0,56160,0,80365
7080,New Jersey Manufacturers Grp,1994,1994,1,31899,5655,17100,54194,0,54194,0,80365
7080,New Jersey Manufacturers Grp,1994,1995,2,32830,11381,9106,54194,0,54194,0,80365
7080,New Jersey Manufacturers Grp,1994,1996,3,31657,16615,4425,54194,0,54194,0,80365
7080,New Jersey Manufacturers Grp,1994,1997,4,30141,22518,1483,54194,0,54194,0,80365
7080,New Jersey Manufacturers Grp,1994,1998,5,30720,27336,643,54194,0,54194,0,80365
7080,New Jersey Manufacturers Grp,1994,1999,6,30397,28976,317,54194,0,54194,0,80365
7080,New Jersey Manufacturers Grp,1994,2000,7,30485,30127,21,54194,0,54194,0,80365
7080,New Jersey Manufacturers Grp,1994,2001,8,30973,30768,4,54194,0,54194,0,80365
7080,New Jersey Manufacturers Grp,1994,2002,9,31017,30875,7,54194,0,54194,0,80365
7080,New Jersey Manufacturers Grp,1994,2003,10,31347,31031,198,54194,0,54194,0,80365
7080,New Jersey Manufacturers Grp,1995,1995,1,28938,4674,15102,54430,369,54061,0,80365
7080,New Jersey Manufacturers Grp,1995,1996,2,30711,10355,8749,54430,369,54061,0,80365
7080,New Jersey Manufacturers Grp,1995,1997,3,33103,16278,6920,54430,369,54061,0,80365
7080,New Jersey Manufacturers Grp,1995,1998,4,31052,23262,1537,54430,369,54061,0,80365
7080,New Jersey Manufacturers Grp,1995,1999,5,30897,27240,789,54430,369,54061,0,80365
7080,New Jersey Manufacturers Grp,1995,2000,6,30637,29397,125,54430,369,54061,0,80365
7080,New Jersey Manufacturers Grp,1995,2001,7,31187,30230,-14,54430,369,54061,0,80365
7080,New Jersey Manufacturers Grp,1995,2002,8,30891,30701,34,54430,369,54061,0,80365
7080,New Jersey Manufacturers Grp,1995,2003,9,30841,30766,20,54430,369,54061,0,80365
7080,New Jersey Manufacturers Grp,1995,2004,10,30859,30764,56,54430,369,54061,0,80365
7080,New Jersey Manufacturers Grp,1996,1996,1,24375,4816,12036,49616,1532,48084,0,80365
7080,New Jersey Manufacturers Grp,1996,1997,2,29278,10424,8152,49616,1532,48084,0,80365
7080,New Jersey Manufacturers Grp,1996,1998,3,29517,16481,4308,49616,1532,48084,0,80365
7080,New Jersey Manufacturers Grp,1996,1999,4,28484,21092,1531,49616,1532,48084,0,80365
7080,New Jersey Manufacturers Grp,1996,2000,5,29013,25968,482,49616,1532,48084,0,80365
7080,New Jersey Manufacturers Grp,1996,2001,6,28739,28067,-63,49616,1532,48084,0,80365
7080,New Jersey Manufacturers Grp,1996,2002,7,28654,28426,-37,49616,1532,48084,0,80365
7080,New Jersey Manufacturers Grp,1996,2003,8,28701,28471,43,49616,1532,48084,0,80365
7080,New Jersey Manufacturers Grp,1996,2004,9,28669,28505,29,49616,1532,48084,0,80365
7080,New Jersey Manufacturers Grp,1996,2005,10,28896,28740,15,49616,1532,48084,0,80365
7080,New Jersey Manufacturers Grp,1997,1997,1,23748,4432,11813,44225,935,43290,0,80365
7080,New Jersey Manufacturers Grp,1997,1998,2,25859,9790,6166,44225,935,43290,0,80365
7080,New Jersey Manufacturers Grp,1997,1999,3,27648,13740,3830,44225,935,43290,0,80365
7080,New Jersey Manufacturers Grp,1997,2000,4,27706,19361,1298,44225,935,43290,0,80365
7080,New Jersey Manufacturers Grp,1997,2001,5,28768,22984,699,44225,935,43290,0,80365
7080,New Jersey Manufacturers Grp,1997,2002,6,26658,24698,-1395,44225,935,43290,0,80365
7080,New Jersey Manufacturers Grp,1997,2003,7,28689,27917,149,44225,935,43290,0,80365
7080,New Jersey Manufacturers Grp,1997,2004,8,28667,28384,62,44225,935,43290,0,80365
7080,New Jersey Manufacturers Grp,1997,2005,9,28842,28659,31,44225,935,43290,0,80365
7080,New Jersey Manufacturers Grp,1997,2006,10,28842,28670,25,44225,935,43290,0,80365
8079,Columbia Ins Grp,1988,1988,1,351,126,26,899,19,880,0,3975
8079,Columbia Ins Grp,1988,1989,2,364,256,15,899,19,880,0,3975
8079,Columbia Ins Grp,1988,1990,3,347,326,2,899,19,880,0,3975
8079,Columbia Ins Grp,1988,1991,4,398,369,24,899,19,880,0,3975
8079,Columbia Ins Grp,1988,1992,5,489,489,0,899,19,880,0,3975
8079,Columbia Ins Grp,1988,1993,6,489,489,0,899,19,880,0,3975
8079,Columbia Ins Grp,1988,1994,7,489,489,0,899,19,880,0,3975
8079,Columbia Ins Grp,1988,1995,8,489,489,0,899,19,880,0,3975
8079,Columbia Ins Grp,1988,1996,9,490,490,0,899,19,880,0,3975
8079,Columbia Ins Grp,1988,1997,10,490,490,0,899,19,880,0,3975
8079,Columbia Ins Grp,1989,1989,1,294,169,37,1250,75,1175,0,3975
8079,Columbia Ins Grp,1989,1990,2,436,313,34,1250,75,1175,0,3975
8079,Columbia Ins Grp,1989,1991,3,617,364,52,1250,75,1175,0,3975
8079,Columbia Ins Grp,1989,1992,4,611,501,41,1250,75,1175,0,3975
8079,Columbia Ins Grp,1989,1993,5,573,561,1,1250,75,1175,0,3975
8079,Columbia Ins Grp,1989,1994,6,573,573,0,1250,75,1175,0,3975
8079,Columbia Ins Grp,1989,1995,7,573,573,0,1250,75,1175,0,3975
8079,Columbia Ins Grp,1989,1996,8,557,557,0,1250,75,1175,0,3975
8079,Columbia Ins Grp,1989,1997,9,557,557,0,1250,75,1175,0,3975
8079,Columbia Ins Grp,1989,1998,10,557,557,0,1250,75,1175,0,3975
8079,Columbia Ins Grp,1990,1990,1,810,237,144,1328,62,1266,0,3975
8079,Columbia Ins Grp,1990,1991,2,804,402,87,1328,62,1266,0,3975
8079,Columbia Ins Grp,1990,1992,3,807,582,100,1328,62,1266,0,3975
8079,Columbia Ins Grp,1990,1993,4,802,695,88,1328,62,1266,0,3975
8079,Columbia Ins Grp,1990,1994,5,719,711,0,1328,62,1266,0,3975
8079,Columbia Ins Grp,1990,1995,6,741,708,0,1328,62,1266,0,3975
8079,Columbia Ins Grp,1990,1996,7,748,713,0,1328,62,1266,0,3975
8079,Columbia Ins Grp,1990,1997,8,742,742,0,1328,62,1266,0,3975
8079,Columbia Ins Grp,1990,1998,9,742,742,0,1328,62,1266,0,3975
8079,Columbia Ins Grp,1990,1999,10,742,742,0,1328,62,1266,0,3975
8079,Columbia Ins Grp,1991,1991,1,860,461,213,1474,83,1391,0,3975
8079,Columbia Ins Grp,1991,1992,2,852,602,121,1474,83,1391,0,3975
8079,Columbia Ins Grp,1991,1993,3,918,643,99,1474,83,1391,0,3975
8079,Columbia Ins Grp,1991,1994,4,840,764,18,1474,83,1391,0,3975
8079,Columbia Ins Grp,1991,1995,5,814,804,0,1474,83,1391,0,3975
8079,Columbia Ins Grp,1991,1996,6,815,815,0,1474,83,1391,0,3975
8079,Columbia Ins Grp,1991,1997,7,815,815,0,1474,83,1391,0,3975
8079,Columbia Ins Grp,1991,1998,8,815,815,0,1474,83,1391,0,3975
8079,Columbia Ins Grp,1991,1999,9,815,815,0,1474,83,1391,0,3975
8079,Columbia Ins Grp,1991,2000,10,815,815,0,1474,83,1391,0,3975
8079,Columbia Ins Grp,1992,1992,1,874,413,173,2054,155,1899,0,3975
8079,Columbia Ins Grp,1992,1993,2,1276,694,111,2054,155,1899,0,3975
8079,Columbia Ins Grp,1992,1994,3,1262,853,26,2054,155,1899,0,3975
8079,Columbia Ins Grp,1992,1995,4,1400,1204,14,2054,155,1899,0,3975
8079,Columbia Ins Grp,1992,1996,5,1493,1274,0,2054,155,1899,0,3975
8079,Columbia Ins Grp,1992,1997,6,1444,1352,0,2054,155,1899,0,3975
8079,Columbia Ins Grp,1992,1998,7,1474,1378,0,2054,155,1899,0,3975
8079,Columbia Ins Grp,1992,1999,8,1471,1471,0,2054,155,1899,0,3975
8079,Columbia Ins Grp,1992,2000,9,1471,1471,0,2054,155,1899,0,3975
8079,Columbia Ins Grp,1992,2001,10,1471,1471,0,2054,155,1899,0,3975
8079,Columbia Ins Grp,1993,1993,1,2031,802,540,2738,185,2553,0,3975
8079,Columbia Ins Grp,1993,1994,2,1860,1171,98,2738,185,2553,0,3975
8079,Columbia Ins Grp,1993,1995,3,1963,1415,49,2738,185,2553,0,3975
8079,Columbia Ins Grp,1993,1996,4,1990,1643,0,2738,185,2553,0,3975
8079,Columbia Ins Grp,1993,1997,5,2005,1823,0,2738,185,2553,0,3975
8079,Columbia Ins Grp,1993,1998,6,1991,1864,0,2738,185,2553,0,3975
8079,Columbia Ins Grp,1993,1999,7,1993,1868,0,2738,185,2553,0,3975
8079,Columbia Ins Grp,1993,2000,8,1969,1844,0,2738,185,2553,0,3975
8079,Columbia Ins Grp,1993,2001,9,1980,1976,0,2738,185,2553,0,3975
8079,Columbia Ins Grp,1993,2002,10,1985,1982,0,2738,185,2553,0,3975
8079,Columbia Ins Grp,1994,1994,1,2293,1044,657,3618,188,3430,0,3975
8079,Columbia Ins Grp,1994,1995,2,2291,1528,263,3618,188,3430,0,3975
8079,Columbia Ins Grp,1994,1996,3,2222,1722,99,3618,188,3430,0,3975
8079,Columbia Ins Grp,1994,1997,4,2170,2002,74,3618,188,3430,0,3975
8079,Columbia Ins Grp,1994,1998,5,2112,2078,0,3618,188,3430,0,3975
8079,Columbia Ins Grp,1994,1999,6,2119,2080,0,3618,188,3430,0,3975
8079,Columbia Ins Grp,1994,2000,7,2116,2076,0,3618,188,3430,0,3975
8079,Columbia Ins Grp,1994,2001,8,2136,2084,0,3618,188,3430,0,3975
8079,Columbia Ins Grp,1994,2002,9,2191,2169,0,3618,188,3430,0,3975
8079,Columbia Ins Grp,1994,2003,10,2185,2185,0,3618,188,3430,0,3975
8079,Columbia Ins Grp,1995,1995,1,2027,829,546,3834,456,3378,0,3975
8079,Columbia Ins Grp,1995,1996,2,1901,1320,270,3834,456,3378,0,3975
8079,Columbia Ins Grp,1995,1997,3,1988,1579,271,3834,456,3378,0,3975
8079,Columbia Ins Grp,1995,1998,4,1740,1602,22,3834,456,3378,0,3975
8079,Columbia Ins Grp,1995,1999,5,1794,1645,0,3834,456,3378,0,3975
8079,Columbia Ins Grp,1995,2000,6,1814,1666,0,3834,456,3378,0,3975
8079,Columbia Ins Grp,1995,2001,7,1824,1729,0,3834,456,3378,0,3975
8079,Columbia Ins Grp,1995,2002,8,1820,1785,0,3834,456,3378,0,3975
8079,Columbia Ins Grp,1995,2003,9,1848,1793,0,3834,456,3378,0,3975
8079,Columbia Ins Grp,1995,2004,10,1928,1928,0,3834,456,3378,0,3975
8079,Columbia Ins Grp,1996,1996,1,2650,1109,601,4209,168,4041,0,3975
8079,Columbia Ins Grp,1996,1997,2,2833,1786,349,4209,168,4041,0,3975
8079,Columbia Ins Grp,1996,1998,3,2773,2176,126,4209,168,4041,0,3975
8079,Columbia Ins Grp,1996,1999,4,2670,2418,30,4209,168,4041,0,3975
8079,Columbia Ins Grp,1996,2000,5,2732,2626,10,4209,168,4041,0,3975
8079,Columbia Ins Grp,1996,2001,6,2642,2634,0,4209,168,4041,0,3975
8079,Columbia Ins Grp,1996,2002,7,2638,2638,0,4209,168,4041,0,3975
8079,Columbia Ins Grp,1996,2003,8,2667,2638,0,4209,168,4041,0,3975
8079,Columbia Ins Grp,1996,2004,9,2678,2640,0,4209,168,4041,0,3975
8079,Columbia Ins Grp,1996,2005,10,2693,2650,0,4209,168,4041,0,3975
8079,Columbia Ins Grp,1997,1997,1,3379,1443,877,5163,203,4960,0,3975
8079,Columbia Ins Grp,1997,1998,2,3238,2258,349,5163,203,4960,0,3975
8079,Columbia Ins Grp,1997,1999,3,3366,2564,205,5163,203,4960,0,3975
8079,Columbia Ins Grp,1997,2000,4,3315,2983,48,5163,203,4960,0,3975
8079,Columbia Ins Grp,1997,2001,5,3354,3164,5,5163,203,4960,0,3975
8079,Columbia Ins Grp,1997,2002,6,3368,3254,0,5163,203,4960,0,3975
8079,Columbia Ins Grp,1997,2003,7,3343,3254,0,5163,203,4960,0,3975
8079,Columbia Ins Grp,1997,2004,8,3331,3331,0,5163,203,4960,0,3975
8079,Columbia Ins Grp,1997,2005,9,3332,3331,1,5163,203,4960,0,3975
8079,Columbia Ins Grp,1997,2006,10,3328,3328,0,5163,203,4960,0,3975
8281,Amguard Norguard & Eastguard Grp,1988,1988,1,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1988,1989,2,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1988,1990,3,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1988,1991,4,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1988,1992,5,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1988,1993,6,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1988,1994,7,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1988,1995,8,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1988,1996,9,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1988,1997,10,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1989,1989,1,0,0,0,1,1,0,0,77
8281,Amguard Norguard & Eastguard Grp,1989,1990,2,0,0,0,1,1,0,0,77
8281,Amguard Norguard & Eastguard Grp,1989,1991,3,0,0,0,1,1,0,0,77
8281,Amguard Norguard & Eastguard Grp,1989,1992,4,0,0,0,1,1,0,0,77
8281,Amguard Norguard & Eastguard Grp,1989,1993,5,0,0,0,1,1,0,0,77
8281,Amguard Norguard & Eastguard Grp,1989,1994,6,0,0,0,1,1,0,0,77
8281,Amguard Norguard & Eastguard Grp,1989,1995,7,0,0,0,1,1,0,0,77
8281,Amguard Norguard & Eastguard Grp,1989,1996,8,0,0,0,1,1,0,0,77
8281,Amguard Norguard & Eastguard Grp,1989,1997,9,0,0,0,1,1,0,0,77
8281,Amguard Norguard & Eastguard Grp,1989,1998,10,0,0,0,1,1,0,0,77
8281,Amguard Norguard & Eastguard Grp,1990,1990,1,63,27,10,155,42,113,0,77
8281,Amguard Norguard & Eastguard Grp,1990,1991,2,109,65,5,155,42,113,0,77
8281,Amguard Norguard & Eastguard Grp,1990,1992,3,158,92,5,155,42,113,0,77
8281,Amguard Norguard & Eastguard Grp,1990,1993,4,162,130,0,155,42,113,0,77
8281,Amguard Norguard & Eastguard Grp,1990,1994,5,164,145,0,155,42,113,0,77
8281,Amguard Norguard & Eastguard Grp,1990,1995,6,179,149,1,155,42,113,0,77
8281,Amguard Norguard & Eastguard Grp,1990,1996,7,200,151,1,155,42,113,0,77
8281,Amguard Norguard & Eastguard Grp,1990,1997,8,230,171,2,155,42,113,0,77
8281,Amguard Norguard & Eastguard Grp,1990,1998,9,234,178,6,155,42,113,0,77
8281,Amguard Norguard & Eastguard Grp,1990,1999,10,275,270,5,155,42,113,0,77
8281,Amguard Norguard & Eastguard Grp,1991,1991,1,145,51,30,276,71,205,0,77
8281,Amguard Norguard & Eastguard Grp,1991,1992,2,176,82,5,276,71,205,0,77
8281,Amguard Norguard & Eastguard Grp,1991,1993,3,174,122,0,276,71,205,0,77
8281,Amguard Norguard & Eastguard Grp,1991,1994,4,271,166,0,276,71,205,0,77
8281,Amguard Norguard & Eastguard Grp,1991,1995,5,275,274,0,276,71,205,0,77
8281,Amguard Norguard & Eastguard Grp,1991,1996,6,274,274,0,276,71,205,0,77
8281,Amguard Norguard & Eastguard Grp,1991,1997,7,274,274,0,276,71,205,0,77
8281,Amguard Norguard & Eastguard Grp,1991,1998,8,274,274,0,276,71,205,0,77
8281,Amguard Norguard & Eastguard Grp,1991,1999,9,274,274,0,276,71,205,0,77
8281,Amguard Norguard & Eastguard Grp,1991,2000,10,274,274,0,276,71,205,0,77
8281,Amguard Norguard & Eastguard Grp,1992,1992,1,212,70,25,402,109,293,0,77
8281,Amguard Norguard & Eastguard Grp,1992,1993,2,266,111,10,402,109,293,0,77
8281,Amguard Norguard & Eastguard Grp,1992,1994,3,301,179,10,402,109,293,0,77
8281,Amguard Norguard & Eastguard Grp,1992,1995,4,300,267,7,402,109,293,0,77
8281,Amguard Norguard & Eastguard Grp,1992,1996,5,306,297,7,402,109,293,0,77
8281,Amguard Norguard & Eastguard Grp,1992,1997,6,300,297,1,402,109,293,0,77
8281,Amguard Norguard & Eastguard Grp,1992,1998,7,297,297,0,402,109,293,0,77
8281,Amguard Norguard & Eastguard Grp,1992,1999,8,297,297,0,402,109,293,0,77
8281,Amguard Norguard & Eastguard Grp,1992,2000,9,297,297,0,402,109,293,0,77
8281,Amguard Norguard & Eastguard Grp,1992,2001,10,297,297,0,402,109,293,0,77
8281,Amguard Norguard & Eastguard Grp,1993,1993,1,323,71,50,487,125,362,0,77
8281,Amguard Norguard & Eastguard Grp,1993,1994,2,409,221,35,487,125,362,0,77
8281,Amguard Norguard & Eastguard Grp,1993,1995,3,376,327,4,487,125,362,0,77
8281,Amguard Norguard & Eastguard Grp,1993,1996,4,400,362,4,487,125,362,0,77
8281,Amguard Norguard & Eastguard Grp,1993,1997,5,368,364,4,487,125,362,0,77
8281,Amguard Norguard & Eastguard Grp,1993,1998,6,365,364,1,487,125,362,0,77
8281,Amguard Norguard & Eastguard Grp,1993,1999,7,366,364,2,487,125,362,0,77
8281,Amguard Norguard & Eastguard Grp,1993,2000,8,364,364,0,487,125,362,0,77
8281,Amguard Norguard & Eastguard Grp,1993,2001,9,364,364,0,487,125,362,0,77
8281,Amguard Norguard & Eastguard Grp,1993,2002,10,364,364,0,487,125,362,0,77
8281,Amguard Norguard & Eastguard Grp,1994,1994,1,132,88,15,372,99,273,0,77
8281,Amguard Norguard & Eastguard Grp,1994,1995,2,133,116,7,372,99,273,0,77
8281,Amguard Norguard & Eastguard Grp,1994,1996,3,125,118,7,372,99,273,0,77
8281,Amguard Norguard & Eastguard Grp,1994,1997,4,127,118,9,372,99,273,0,77
8281,Amguard Norguard & Eastguard Grp,1994,1998,5,126,118,8,372,99,273,0,77
8281,Amguard Norguard & Eastguard Grp,1994,1999,6,126,118,8,372,99,273,0,77
8281,Amguard Norguard & Eastguard Grp,1994,2000,7,118,118,0,372,99,273,0,77
8281,Amguard Norguard & Eastguard Grp,1994,2001,8,118,118,0,372,99,273,0,77
8281,Amguard Norguard & Eastguard Grp,1994,2002,9,118,118,0,372,99,273,0,77
8281,Amguard Norguard & Eastguard Grp,1994,2003,10,118,118,0,372,99,273,0,77
8281,Amguard Norguard & Eastguard Grp,1995,1995,1,22,7,0,11,2,9,0,77
8281,Amguard Norguard & Eastguard Grp,1995,1996,2,22,7,0,11,2,9,0,77
8281,Amguard Norguard & Eastguard Grp,1995,1997,3,19,18,1,11,2,9,0,77
8281,Amguard Norguard & Eastguard Grp,1995,1998,4,22,18,4,11,2,9,0,77
8281,Amguard Norguard & Eastguard Grp,1995,1999,5,22,18,4,11,2,9,0,77
8281,Amguard Norguard & Eastguard Grp,1995,2000,6,18,18,0,11,2,9,0,77
8281,Amguard Norguard & Eastguard Grp,1995,2001,7,18,18,0,11,2,9,0,77
8281,Amguard Norguard & Eastguard Grp,1995,2002,8,18,18,0,11,2,9,0,77
8281,Amguard Norguard & Eastguard Grp,1995,2003,9,18,18,0,11,2,9,0,77
8281,Amguard Norguard & Eastguard Grp,1995,2004,10,18,18,0,11,2,9,0,77
8281,Amguard Norguard & Eastguard Grp,1996,1996,1,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1996,1997,2,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1996,1998,3,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1996,1999,4,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1996,2000,5,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1996,2001,6,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1996,2002,7,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1996,2003,8,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1996,2004,9,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1996,2005,10,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1997,1997,1,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1997,1998,2,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1997,1999,3,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1997,2000,4,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1997,2001,5,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1997,2002,6,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1997,2003,7,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1997,2004,8,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1997,2005,9,0,0,0,0,0,0,0,77
8281,Amguard Norguard & Eastguard Grp,1997,2006,10,0,0,0,0,0,0,0,77
8427,Farm Bureau Grp,1988,1988,1,462,144,175,760,108,652,0,1178
8427,Farm Bureau Grp,1988,1989,2,294,215,14,760,108,652,0,1178
8427,Farm Bureau Grp,1988,1990,3,245,216,1,760,108,652,0,1178
8427,Farm Bureau Grp,1988,1991,4,254,219,8,760,108,652,0,1178
8427,Farm Bureau Grp,1988,1992,5,245,216,4,760,108,652,0,1178
8427,Farm Bureau Grp,1988,1993,6,246,220,1,760,108,652,0,1178
8427,Farm Bureau Grp,1988,1994,7,253,228,0,760,108,652,0,1178
8427,Farm Bureau Grp,1988,1995,8,256,231,0,760,108,652,0,1178
8427,Farm Bureau Grp,1988,1996,9,236,236,0,760,108,652,0,1178
8427,Farm Bureau Grp,1988,1997,10,236,236,0,760,108,652,0,1178
8427,Farm Bureau Grp,1989,1989,1,580,114,143,802,33,769,0,1178
8427,Farm Bureau Grp,1989,1990,2,461,348,8,802,33,769,0,1178
8427,Farm Bureau Grp,1989,1991,3,382,360,15,802,33,769,0,1178
8427,Farm Bureau Grp,1989,1992,4,388,355,8,802,33,769,0,1178
8427,Farm Bureau Grp,1989,1993,5,378,373,5,802,33,769,0,1178
8427,Farm Bureau Grp,1989,1994,6,373,373,0,802,33,769,0,1178
8427,Farm Bureau Grp,1989,1995,7,373,373,0,802,33,769,0,1178
8427,Farm Bureau Grp,1989,1996,8,373,373,0,802,33,769,0,1178
8427,Farm Bureau Grp,1989,1997,9,374,373,1,802,33,769,0,1178
8427,Farm Bureau Grp,1989,1998,10,373,373,0,802,33,769,0,1178
8427,Farm Bureau Grp,1990,1990,1,753,184,149,934,73,861,0,1178
8427,Farm Bureau Grp,1990,1991,2,719,335,31,934,73,861,0,1178
8427,Farm Bureau Grp,1990,1992,3,580,438,22,934,73,861,0,1178
8427,Farm Bureau Grp,1990,1993,4,549,441,14,934,73,861,0,1178
8427,Farm Bureau Grp,1990,1994,5,541,442,5,934,73,861,0,1178
8427,Farm Bureau Grp,1990,1995,6,639,636,3,934,73,861,0,1178
8427,Farm Bureau Grp,1990,1996,7,637,636,1,934,73,861,0,1178
8427,Farm Bureau Grp,1990,1997,8,637,636,1,934,73,861,0,1178
8427,Farm Bureau Grp,1990,1998,9,636,636,0,934,73,861,0,1178
8427,Farm Bureau Grp,1990,1999,10,636,636,0,934,73,861,0,1178
8427,Farm Bureau Grp,1991,1991,1,697,396,122,1123,97,1026,0,1178
8427,Farm Bureau Grp,1991,1992,2,832,451,40,1123,97,1026,0,1178
8427,Farm Bureau Grp,1991,1993,3,810,721,31,1123,97,1026,0,1178
8427,Farm Bureau Grp,1991,1994,4,789,773,17,1123,97,1026,0,1178
8427,Farm Bureau Grp,1991,1995,5,780,773,8,1123,97,1026,0,1178
8427,Farm Bureau Grp,1991,1996,6,776,773,3,1123,97,1026,0,1178
8427,Farm Bureau Grp,1991,1997,7,774,773,1,1123,97,1026,0,1178
8427,Farm Bureau Grp,1991,1998,8,773,773,0,1123,97,1026,0,1178
8427,Farm Bureau Grp,1991,1999,9,773,773,0,1123,97,1026,0,1178
8427,Farm Bureau Grp,1991,2000,10,773,773,0,1123,97,1026,0,1178
8427,Farm Bureau Grp,1992,1992,1,986,324,116,978,136,842,0,1178
8427,Farm Bureau Grp,1992,1993,2,1079,571,54,978,136,842,0,1178
8427,Farm Bureau Grp,1992,1994,3,1206,884,38,978,136,842,0,1178
8427,Farm Bureau Grp,1992,1995,4,1170,1039,13,978,136,842,0,1178
8427,Farm Bureau Grp,1992,1996,5,1228,1128,11,978,136,842,0,1178
8427,Farm Bureau Grp,1992,1997,6,1215,1212,3,978,136,842,0,1178
8427,Farm Bureau Grp,1992,1998,7,1214,1212,2,978,136,842,0,1178
8427,Farm Bureau Grp,1992,1999,8,1212,1212,0,978,136,842,0,1178
8427,Farm Bureau Grp,1992,2000,9,1212,1212,0,978,136,842,0,1178
8427,Farm Bureau Grp,1992,2001,10,1212,1212,0,978,136,842,0,1178
8427,Farm Bureau Grp,1993,1993,1,481,249,92,1486,95,1391,0,1178
8427,Farm Bureau Grp,1993,1994,2,513,347,61,1486,95,1391,0,1178
8427,Farm Bureau Grp,1993,1995,3,619,424,33,1486,95,1391,0,1178
8427,Farm Bureau Grp,1993,1996,4,813,730,19,1486,95,1391,0,1178
8427,Farm Bureau Grp,1993,1997,5,760,756,4,1486,95,1391,0,1178
8427,Farm Bureau Grp,1993,1998,6,758,756,2,1486,95,1391,0,1178
8427,Farm Bureau Grp,1993,1999,7,758,756,2,1486,95,1391,0,1178
8427,Farm Bureau Grp,1993,2000,8,757,756,1,1486,95,1391,0,1178
8427,Farm Bureau Grp,1993,2001,9,757,756,1,1486,95,1391,0,1178
8427,Farm Bureau Grp,1993,2002,10,756,756,0,1486,95,1391,0,1178
8427,Farm Bureau Grp,1994,1994,1,1121,423,136,1488,123,1365,0,1178
8427,Farm Bureau Grp,1994,1995,2,1262,992,87,1488,123,1365,0,1178
8427,Farm Bureau Grp,1994,1996,3,1301,1184,42,1488,123,1365,0,1178
8427,Farm Bureau Grp,1994,1997,4,1299,1234,32,1488,123,1365,0,1178
8427,Farm Bureau Grp,1994,1998,5,1276,1248,4,1488,123,1365,0,1178
8427,Farm Bureau Grp,1994,1999,6,1264,1263,1,1488,123,1365,0,1178
8427,Farm Bureau Grp,1994,2000,7,1262,1262,1,1488,123,1365,0,1178
8427,Farm Bureau Grp,1994,2001,8,1263,1262,1,1488,123,1365,0,1178
8427,Farm Bureau Grp,1994,2002,9,1261,1261,0,1488,123,1365,0,1178
8427,Farm Bureau Grp,1994,2003,10,1261,1261,0,1488,123,1365,0,1178
8427,Farm Bureau Grp,1995,1995,1,1345,504,266,1614,108,1506,0,1178
8427,Farm Bureau Grp,1995,1996,2,1259,768,119,1614,108,1506,0,1178
8427,Farm Bureau Grp,1995,1997,3,1210,1114,40,1614,108,1506,0,1178
8427,Farm Bureau Grp,1995,1998,4,1003,994,14,1614,108,1506,0,1178
8427,Farm Bureau Grp,1995,1999,5,997,994,3,1614,108,1506,0,1178
8427,Farm Bureau Grp,1995,2000,6,1008,994,15,1614,108,1506,0,1178
8427,Farm Bureau Grp,1995,2001,7,994,993,1,1614,108,1506,0,1178
